,Neighborhood,VAC:PROG,REC:PROG,ADOPT:PROG,BID:PROG,VACandADOPT,VACandREC,VACandBID,ADOPTandBID,REAL:Vacant,AnyProgram,TotalParcels,NotCityOwned,CityOwned,CityOwnedProgramSubset,AdditionalVacants,population,white,blk_afam,amind_akna,asian,nathaw_pac,other_race,twoormore,hisp_lat,male,female,age0_4,age5_11,age12_14,age15_17,age18_24,age25_34,age35_44,age45_64,age65ovr,families,married,married18,malehh,malehh18,femalehh,femalehh18,housing,occupied,occ_own,occ_rent,vacant,vac_rent,vac_sale,vac_other,pop_dens,pop_chng,hh_chng,avehhsize,2019MedianIncome,MedianIncomeChangeFrom2011,2019PercentPublicAssistance
165,MILTON-MONTFORD,87.0,8.0,23.0,3.0,1.0,2.0,1.0,2.0,102.0,115,807,733.0,74.0,24.0,15.0,1391.0,21.0,1305.0,9.0,10.0,0.0,23.0,23.0,39.0,623.0,768.0,153.0,162.0,58.0,61.0,200.0,188.0,154.0,327.0,88.0,315.0,67.0,33.0,56.0,17.0,192.0,92.0,744.0,416.0,139.0,277.0,328.0,39.0,6.0,283.0,24495.4721484,-156.0,-63.0,3.34375,39578.0,18794.0,0.029
166,MONDAWMIN,289.0,0.0,12.0,3.0,0.0,0.0,2.0,1.0,323.0,301,1389,1343.0,46.0,20.0,35.0,3512.0,41.0,3374.0,13.0,13.0,2.0,14.0,55.0,51.0,1488.0,2024.0,180.0,256.0,115.0,136.0,902.0,370.0,314.0,786.0,453.0,643.0,178.0,51.0,92.0,27.0,373.0,160.0,1522.0,1145.0,478.0,667.0,377.0,79.0,11.0,287.0,9175.18081482,-44.0,-170.0,2.5301299,30484.0,2553.0,0.052
167,MONTEBELLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,15.0,3.0,,,117.0,19.0,84.0,0.0,1.0,0.0,8.0,5.0,8.0,53.0,64.0,24.0,19.0,8.0,4.0,5.0,23.0,11.0,19.0,4.0,7.0,5.0,3.0,1.0,1.0,1.0,0.0,22.0,16.0,11.0,5.0,6.0,3.0,0.0,3.0,252.06683566,-361.0,-2.0,2.625,78594.0,16524.0,
168,MORAVIA-WALTHER,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3,421,418.0,3.0,3.0,1.0,999.0,375.0,582.0,3.0,5.0,0.0,3.0,31.0,21.0,473.0,526.0,63.0,79.0,33.0,38.0,88.0,113.0,177.0,312.0,96.0,256.0,159.0,66.0,16.0,9.0,81.0,37.0,432.0,409.0,338.0,71.0,23.0,8.0,9.0,6.0,7625.14614876,-79.0,-5.0,2.42543005,71188.0,13323.0,0.034
169,MORGANPARK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,146,145.0,1.0,1.0,,256.0,3.0,243.0,0.0,0.0,0.0,0.0,10.0,1.0,113.0,143.0,11.0,15.0,7.0,8.0,17.0,23.0,27.0,76.0,72.0,69.0,45.0,6.0,3.0,1.0,21.0,5.0,121.0,114.0,100.0,14.0,7.0,2.0,0.0,5.0,3525.64840891,0.0,0.0,2.24560999,68083.0,12218.0,0.043
170,MORGANSTATEUNIVERSITY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,6.0,6.0,1.0,,1790.0,48.0,1698.0,2.0,14.0,1.0,0.0,27.0,5.0,769.0,1021.0,4.0,4.0,1.0,26.0,1686.0,41.0,9.0,15.0,4.0,9.0,2.0,0.0,2.0,1.0,5.0,3.0,37.0,25.0,5.0,20.0,12.0,9.0,2.0,1.0,6786.32002667,1790.0,25.0,2.27999997,53864.0,1325.0,0.015
171,MORRELLPARK,33.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0,41,1940,1908.0,32.0,4.0,13.0,4204.0,3208.0,586.0,26.0,132.0,9.0,114.0,129.0,217.0,2058.0,2146.0,277.0,349.0,162.0,124.0,393.0,685.0,543.0,1153.0,518.0,977.0,561.0,195.0,104.0,45.0,312.0,141.0,1832.0,1688.0,1127.0,561.0,144.0,27.0,30.0,87.0,5012.92782167,49.0,0.0,2.49052,45561.0,-6624.0,0.027
172,MOSHER,192.0,1.0,37.0,6.0,0.0,1.0,1.0,4.0,206.0,230,888,812.0,76.0,50.0,14.0,1589.0,15.0,1542.0,7.0,4.0,0.0,0.0,21.0,17.0,701.0,888.0,124.0,156.0,68.0,80.0,199.0,170.0,171.0,410.0,211.0,387.0,87.0,30.0,61.0,22.0,239.0,100.0,786.0,548.0,233.0,315.0,238.0,68.0,12.0,158.0,13785.7784128,-420.0,-120.0,2.86679005,1.0,28136.0,0.135
173,MOUNTHOLLY,38.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,41.0,48,423,401.0,22.0,13.0,3.0,1279.0,21.0,1238.0,0.0,2.0,0.0,5.0,13.0,14.0,656.0,623.0,71.0,98.0,49.0,71.0,113.0,142.0,178.0,415.0,142.0,283.0,93.0,28.0,47.0,16.0,143.0,70.0,705.0,495.0,195.0,300.0,210.0,85.0,9.0,116.0,10321.1282764,-381.0,-122.0,2.48283004,29280.0,-1111.0,0.086
174,MOUNTVERNON,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,8,1226,1203.0,23.0,3.0,1.0,4818.0,2842.0,1257.0,12.0,458.0,3.0,67.0,179.0,229.0,2379.0,2439.0,71.0,38.0,14.0,24.0,1053.0,1740.0,521.0,670.0,687.0,424.0,291.0,46.0,35.0,14.0,98.0,38.0,3860.0,3352.0,241.0,3111.0,508.0,298.0,7.0,203.0,21256.4020821,299.0,322.0,1.36545002,39229.0,6412.0,0.04
175,MOUNTWASHINGTON,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,18,1647,1618.0,29.0,13.0,1.0,3878.0,2804.0,822.0,11.0,81.0,3.0,37.0,120.0,107.0,1760.0,2118.0,221.0,312.0,144.0,132.0,155.0,443.0,580.0,1253.0,638.0,1001.0,802.0,330.0,45.0,22.0,154.0,85.0,1721.0,1649.0,1298.0,351.0,72.0,17.0,27.0,28.0,3124.79731984,-2.0,-15.0,2.30079007,98736.0,16648.0,0.012
176,MOUNTWINANS,10.0,0.0,15.0,6.0,0.0,0.0,0.0,3.0,14.0,28,393,333.0,60.0,18.0,4.0,748.0,21.0,709.0,3.0,3.0,0.0,0.0,12.0,15.0,323.0,425.0,59.0,85.0,26.0,36.0,74.0,85.0,86.0,207.0,90.0,192.0,55.0,15.0,17.0,6.0,120.0,55.0,372.0,286.0,179.0,107.0,86.0,9.0,2.0,75.0,9769.22646614,-282.0,-57.0,2.61538004,20000.0,-21810.0,0.086
177,MTPLEASANTPARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1.0,6.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50920.0,3934.0,
178,NEWNORTHWOOD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,1245,1242.0,3.0,,3.0,4972.0,134.0,4677.0,7.0,30.0,1.0,46.0,77.0,102.0,2272.0,2700.0,286.0,313.0,154.0,231.0,1013.0,611.0,529.0,1148.0,687.0,1174.0,467.0,123.0,107.0,41.0,600.0,264.0,2092.0,1940.0,959.0,981.0,152.0,73.0,24.0,55.0,15494.6800474,-2028.0,-69.0,2.39123988,62803.0,13278.0,0.045
179,NEWSOUTHWEST/MOUNTCLARE,241.0,6.0,17.0,12.0,0.0,3.0,4.0,5.0,268.0,264,1210,1170.0,40.0,32.0,28.0,2313.0,764.0,1190.0,27.0,67.0,0.0,165.0,100.0,267.0,1143.0,1170.0,224.0,260.0,109.0,112.0,260.0,361.0,305.0,528.0,154.0,456.0,148.0,76.0,97.0,33.0,211.0,123.0,1141.0,751.0,257.0,494.0,390.0,46.0,49.0,295.0,19561.9790285,-80.0,-71.0,2.94007992,24493.0,-8858.0,0.087
180,NORTHHARFORDROAD,10.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,14.0,18,2241,2232.0,9.0,8.0,4.0,5380.0,3437.0,1672.0,13.0,50.0,2.0,99.0,107.0,251.0,2583.0,2797.0,356.0,429.0,160.0,171.0,442.0,808.0,842.0,1487.0,685.0,1352.0,875.0,353.0,138.0,50.0,339.0,153.0,2421.0,2221.0,1780.0,441.0,200.0,63.0,51.0,86.0,8406.77716406,102.0,-34.0,2.42188,68223.0,5585.0,0.022
181,NORTHROLANDPARK/POPLARHILL,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,478,468.0,10.0,3.0,,1450.0,992.0,169.0,1.0,262.0,0.0,1.0,25.0,19.0,708.0,742.0,70.0,100.0,57.0,58.0,106.0,170.0,196.0,440.0,253.0,364.0,310.0,123.0,10.0,5.0,44.0,29.0,663.0,620.0,361.0,259.0,43.0,13.0,10.0,20.0,2364.92526665,196.0,33.0,2.33871006,140062.0,8949.0,
182,NORTHWESTCOMMUNITYACTION,169.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,190.0,182,778,751.0,27.0,19.0,21.0,1896.0,18.0,1823.0,5.0,0.0,0.0,3.0,47.0,25.0,846.0,1050.0,129.0,199.0,92.0,86.0,226.0,196.0,233.0,508.0,227.0,415.0,110.0,39.0,52.0,13.0,253.0,116.0,782.0,616.0,326.0,290.0,166.0,39.0,11.0,116.0,16351.0475468,-184.0,-85.0,2.99025988,38758.0,9744.0,0.107
183,O'DONNELLHEIGHTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,28.0,,,,763.0,80.0,653.0,1.0,0.0,0.0,6.0,23.0,37.0,273.0,490.0,115.0,134.0,45.0,47.0,85.0,111.0,65.0,123.0,38.0,206.0,13.0,6.0,8.0,2.0,185.0,130.0,289.0,275.0,6.0,269.0,14.0,2.0,3.0,9.0,4832.1419006,-1311.0,-416.0,2.77454996,22960.0,5764.0,0.076
184,OAKENSHAWE,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4,535,530.0,5.0,,1.0,1144.0,823.0,130.0,2.0,134.0,1.0,18.0,36.0,50.0,604.0,540.0,49.0,53.0,18.0,15.0,280.0,218.0,169.0,249.0,93.0,180.0,132.0,55.0,16.0,7.0,32.0,14.0,575.0,505.0,262.0,243.0,70.0,30.0,17.0,23.0,18302.0420396,65.0,6.0,2.2653501,96419.0,32044.0,
185,OAKLEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,159,159.0,,,,754.0,445.0,241.0,4.0,27.0,1.0,12.0,24.0,41.0,364.0,390.0,41.0,60.0,14.0,9.0,101.0,185.0,98.0,182.0,64.0,163.0,79.0,28.0,29.0,13.0,55.0,21.0,405.0,384.0,107.0,277.0,21.0,15.0,2.0,4.0,18505.1794228,1.0,-22.0,1.96353995,60787.0,11620.0,0.048
186,OLDGOUCHER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,173,172.0,1.0,,,1046.0,235.0,711.0,6.0,38.0,4.0,19.0,33.0,45.0,593.0,453.0,18.0,25.0,15.0,14.0,72.0,237.0,153.0,393.0,119.0,83.0,30.0,7.0,21.0,7.0,32.0,18.0,405.0,344.0,17.0,327.0,61.0,33.0,4.0,24.0,18057.8429965,470.0,98.0,1.61627995,31252.0,13926.0,0.189
187,OLDTOWN,43.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,89,508,410.0,98.0,54.0,3.0,2658.0,35.0,2535.0,2.0,38.0,1.0,3.0,44.0,11.0,1068.0,1590.0,286.0,367.0,110.0,129.0,232.0,405.0,243.0,636.0,250.0,632.0,102.0,31.0,49.0,21.0,481.0,335.0,1231.0,1177.0,168.0,1009.0,54.0,28.0,9.0,17.0,15879.9328795,-883.0,-401.0,2.24809002,15724.0,2733.0,0.127
188,OLIVER,411.0,15.0,164.0,86.0,0.0,6.0,11.0,44.0,473.0,615,2578,2107.0,471.0,264.0,62.0,4153.0,55.0,4016.0,6.0,11.0,1.0,8.0,56.0,39.0,1896.0,2257.0,302.0,342.0,172.0,228.0,460.0,455.0,460.0,1210.0,524.0,932.0,189.0,62.0,132.0,39.0,611.0,281.0,2514.0,1591.0,594.0,997.0,923.0,111.0,39.0,773.0,15795.0172638,-1320.0,-359.0,2.60778999,36150.0,10636.0,0.077
189,ORANGEVILLE,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6,879,873.0,6.0,2.0,1.0,202.0,145.0,25.0,2.0,1.0,1.0,17.0,11.0,23.0,99.0,103.0,15.0,11.0,8.0,4.0,24.0,27.0,29.0,55.0,29.0,44.0,30.0,11.0,6.0,1.0,8.0,4.0,101.0,85.0,62.0,23.0,16.0,2.0,7.0,7.0,546.65916693,-80.0,1.0,2.35294008,51339.0,17991.0,
190,ORANGEVILLEINDUSTRIALAREA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,59,52.0,7.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43577.0,18810.0,
191,ORCHARDRIDGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,172,171.0,1.0,,,546.0,44.0,475.0,9.0,2.0,0.0,7.0,9.0,18.0,216.0,330.0,68.0,80.0,29.0,30.0,60.0,84.0,62.0,103.0,30.0,142.0,9.0,5.0,14.0,8.0,119.0,77.0,273.0,222.0,26.0,196.0,51.0,41.0,10.0,0.0,1966.96041383,-1154.0,-473.0,2.45946002,31804.0,8994.0,0.063
192,ORIGINALNORTHWOOD,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,435,433.0,2.0,2.0,,1241.0,465.0,684.0,7.0,14.0,1.0,25.0,45.0,55.0,645.0,596.0,72.0,76.0,29.0,33.0,84.0,186.0,148.0,400.0,213.0,280.0,181.0,70.0,22.0,6.0,77.0,31.0,545.0,518.0,376.0,142.0,27.0,6.0,8.0,13.0,7197.1466514,1.0,17.0,2.18146991,91445.0,38570.0,0.019
193,OTTERBEIN,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,643,632.0,11.0,4.0,,1823.0,1406.0,282.0,8.0,78.0,4.0,19.0,26.0,50.0,826.0,997.0,68.0,44.0,10.0,14.0,112.0,323.0,179.0,461.0,612.0,336.0,279.0,61.0,13.0,5.0,44.0,19.0,1275.0,1162.0,439.0,723.0,113.0,61.0,10.0,42.0,17782.3512566,-402.0,-59.0,1.56885004,94056.0,35728.0,
194,OVERLEA,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4,303,298.0,5.0,2.0,,774.0,506.0,235.0,3.0,6.0,0.0,13.0,11.0,21.0,381.0,393.0,43.0,59.0,25.0,33.0,43.0,104.0,113.0,251.0,103.0,174.0,101.0,41.0,21.0,3.0,52.0,31.0,324.0,297.0,236.0,61.0,27.0,6.0,7.0,14.0,2543.50395506,63.0,14.0,2.52862,68162.0,17943.0,
195,PANWAY/BRADDISHAVENUE,12.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,16.0,16,523,520.0,3.0,2.0,4.0,1221.0,10.0,1197.0,1.0,0.0,2.0,0.0,11.0,4.0,508.0,713.0,62.0,90.0,63.0,60.0,123.0,129.0,151.0,359.0,184.0,313.0,102.0,31.0,26.0,10.0,185.0,77.0,574.0,507.0,343.0,164.0,67.0,22.0,8.0,37.0,15046.5096757,-21.0,-33.0,2.40827989,45188.0,12269.0,0.017
196,PARKCIRCLE,160.0,5.0,84.0,38.0,1.0,3.0,4.0,26.0,192.0,254,1120,990.0,130.0,117.0,32.0,3153.0,65.0,3006.0,10.0,9.0,1.0,21.0,41.0,44.0,1463.0,1690.0,213.0,264.0,125.0,157.0,293.0,341.0,321.0,976.0,463.0,652.0,195.0,69.0,80.0,19.0,377.0,149.0,1560.0,1270.0,426.0,844.0,290.0,80.0,35.0,175.0,10152.7579256,-680.0,-174.0,2.44566988,24891.0,-4938.0,0.105
197,PARKLANE,18.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,25.0,34,597,575.0,22.0,16.0,7.0,2049.0,46.0,1967.0,9.0,7.0,0.0,4.0,16.0,20.0,905.0,1144.0,176.0,197.0,77.0,92.0,231.0,289.0,215.0,523.0,249.0,509.0,151.0,54.0,64.0,23.0,294.0,154.0,814.0,719.0,324.0,395.0,95.0,36.0,6.0,53.0,16543.0087714,-80.0,-37.0,2.7246201,39297.0,-2785.0,0.132
198,PARKSIDE,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3,757,754.0,3.0,1.0,1.0,2683.0,281.0,2231.0,10.0,88.0,0.0,14.0,59.0,28.0,1261.0,1422.0,178.0,240.0,101.0,110.0,329.0,408.0,369.0,777.0,171.0,694.0,278.0,114.0,74.0,26.0,342.0,165.0,1190.0,1113.0,575.0,538.0,77.0,40.0,12.0,25.0,22834.0669443,134.0,40.0,2.41059994,40948.0,3743.0,0.019
199,PARKVIEW/WOODBROOK,119.0,15.0,1.0,1.0,0.0,12.0,1.0,0.0,135.0,123,770,765.0,5.0,3.0,18.0,1981.0,35.0,1889.0,3.0,3.0,0.0,9.0,42.0,25.0,924.0,1057.0,156.0,157.0,89.0,105.0,220.0,227.0,242.0,602.0,183.0,407.0,114.0,37.0,58.0,26.0,235.0,109.0,1105.0,755.0,292.0,463.0,350.0,75.0,8.0,267.0,20101.9805228,-353.0,-144.0,2.61059999,29940.0,5534.0,0.066
200,PATTERSONPARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124225.0,60686.0,
201,PATTERSONPARKNEIGHBORHOOD,20.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,21,2458,2458.0,,,13.0,5820.0,2904.0,1682.0,108.0,143.0,2.0,774.0,207.0,1624.0,2957.0,2863.0,506.0,443.0,150.0,149.0,665.0,1732.0,851.0,1017.0,307.0,1152.0,625.0,250.0,157.0,65.0,370.0,195.0,2569.0,2095.0,1185.0,910.0,474.0,187.0,75.0,212.0,34452.8113236,-135.0,28.0,2.76897001,75526.0,24797.0,0.058
202,PATTERSONPLACE,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6,550,544.0,6.0,2.0,1.0,1165.0,558.0,413.0,14.0,32.0,1.0,114.0,33.0,270.0,602.0,563.0,78.0,92.0,31.0,35.0,130.0,336.0,200.0,205.0,58.0,223.0,104.0,46.0,32.0,15.0,87.0,44.0,573.0,432.0,211.0,221.0,141.0,55.0,38.0,48.0,30651.7870622,-61.0,-8.0,2.68518996,71757.0,18479.0,0.029
203,PENLUCY,30.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,34.0,43,902,884.0,18.0,12.0,4.0,3078.0,152.0,2838.0,16.0,4.0,3.0,20.0,45.0,43.0,1383.0,1695.0,245.0,265.0,117.0,140.0,331.0,455.0,384.0,826.0,315.0,680.0,211.0,75.0,86.0,38.0,383.0,201.0,1483.0,1250.0,438.0,812.0,233.0,160.0,24.0,49.0,17939.4508092,-184.0,-62.0,2.43440008,34030.0,5629.0,0.044
205,PENNNORTH,288.0,2.0,38.0,42.0,0.0,2.0,5.0,15.0,315.0,348,1204,1063.0,141.0,79.0,27.0,1846.0,19.0,1780.0,3.0,5.0,0.0,4.0,35.0,10.0,849.0,997.0,153.0,154.0,82.0,95.0,201.0,228.0,243.0,467.0,223.0,392.0,109.0,51.0,54.0,15.0,229.0,95.0,1074.0,686.0,244.0,442.0,388.0,75.0,6.0,307.0,13653.6800368,-496.0,-164.0,2.69095993,29361.0,6529.0,0.043
206,PENN-FALLSWAY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,45,32.0,13.0,1.0,,6423.0,967.0,5374.0,5.0,9.0,3.0,52.0,13.0,147.0,5866.0,557.0,9.0,25.0,7.0,107.0,1524.0,1916.0,1434.0,1352.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,47767.6694277,0.0,0.0,1.0,13197.0,-973.0,0.101
207,PENROSE/FAYETTESTREETOUTREACH,323.0,2.0,22.0,17.0,0.0,1.0,7.0,2.0,358.0,354,1646,1587.0,59.0,42.0,35.0,3266.0,41.0,3167.0,11.0,2.0,0.0,4.0,41.0,22.0,1554.0,1712.0,203.0,278.0,131.0,151.0,364.0,346.0,341.0,926.0,526.0,737.0,202.0,43.0,106.0,23.0,429.0,167.0,1579.0,1174.0,540.0,634.0,405.0,63.0,16.0,326.0,9253.97836011,-542.0,-132.0,2.77256989,30728.0,-1072.0,0.108
208,PERKINSHOMES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,9,9.0,,,,1649.0,26.0,1584.0,12.0,0.0,0.0,5.0,22.0,16.0,645.0,1004.0,200.0,305.0,94.0,98.0,194.0,265.0,151.0,279.0,63.0,411.0,32.0,15.0,24.0,10.0,355.0,282.0,636.0,614.0,3.0,611.0,22.0,16.0,0.0,6.0,44491.2210205,95.0,-44.0,2.68566989,18849.0,10602.0,0.244
209,PERRINGLOCH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1160,1156.0,4.0,,,3014.0,116.0,2839.0,6.0,9.0,0.0,9.0,35.0,28.0,1327.0,1687.0,178.0,236.0,113.0,122.0,308.0,303.0,339.0,921.0,494.0,797.0,411.0,89.0,48.0,15.0,338.0,120.0,1164.0,1124.0,1005.0,119.0,40.0,4.0,8.0,28.0,13781.6293644,-108.0,32.0,2.68148994,63890.0,7202.0,0.03
210,PIMLICOGOODNEIGHBORS,21.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,23.0,26,457,448.0,9.0,5.0,2.0,1102.0,30.0,1048.0,0.0,3.0,0.0,12.0,9.0,12.0,517.0,585.0,60.0,82.0,46.0,42.0,118.0,90.0,117.0,310.0,237.0,248.0,87.0,21.0,28.0,12.0,133.0,51.0,506.0,449.0,233.0,216.0,57.0,11.0,5.0,41.0,3726.70149703,-67.0,-37.0,2.41870999,72554.0,14843.0,0.8
211,PLEASANTVIEWGARDENS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,40,39.0,1.0,,,713.0,7.0,699.0,1.0,0.0,0.0,2.0,4.0,4.0,266.0,447.0,53.0,68.0,28.0,41.0,77.0,79.0,57.0,164.0,146.0,176.0,26.0,11.0,11.0,1.0,139.0,67.0,352.0,331.0,23.0,308.0,21.0,3.0,0.0,18.0,15499.9540726,-262.0,-61.0,2.15407991,14740.0,-130.0,0.07
212,POPPLETON,50.0,2.0,219.0,4.0,1.0,1.0,1.0,2.0,61.0,270,1062,686.0,376.0,228.0,11.0,3105.0,74.0,2980.0,8.0,4.0,0.0,8.0,31.0,25.0,1388.0,1717.0,267.0,372.0,134.0,149.0,313.0,406.0,295.0,803.0,366.0,674.0,111.0,39.0,60.0,26.0,503.0,305.0,1625.0,1263.0,209.0,1054.0,362.0,89.0,5.0,268.0,17046.6626935,-146.0,-27.0,2.33729004,19921.0,4689.0,0.104
213,PORTCOVINGTON,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,41.0,7.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106477.0,2.9,
214,PULASKIINDUSTRIALAREA,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,7,323,294.0,29.0,4.0,,123.0,76.0,25.0,0.0,1.0,0.0,16.0,5.0,27.0,62.0,61.0,11.0,6.0,3.0,4.0,14.0,29.0,11.0,27.0,18.0,30.0,15.0,4.0,3.0,2.0,12.0,6.0,184.0,55.0,28.0,27.0,129.0,11.0,3.0,115.0,62.5090736,41.0,19.0,2.23636007,61621.0,25019.0,0.027
215,PURNELL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3.0,1.0,1.0,,849.0,26.0,809.0,3.0,5.0,0.0,2.0,4.0,8.0,366.0,483.0,73.0,117.0,36.0,33.0,86.0,217.0,122.0,140.0,25.0,214.0,77.0,38.0,22.0,17.0,115.0,84.0,341.0,325.0,17.0,308.0,16.0,11.0,0.0,5.0,21906.071274,152.0,59.0,2.61230993,1.0,-54705.0,
216,RADNOR-WINSTON,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3,198,196.0,2.0,2.0,,684.0,419.0,230.0,1.0,11.0,0.0,5.0,18.0,22.0,312.0,372.0,39.0,72.0,21.0,14.0,94.0,44.0,107.0,193.0,100.0,150.0,101.0,49.0,8.0,3.0,41.0,24.0,239.0,229.0,163.0,66.0,10.0,3.0,2.0,5.0,8703.59402897,81.0,-30.0,2.54585003,49958.0,10594.0,0.02
217,RAMBLEWOOD,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6,674,672.0,2.0,1.0,,1705.0,100.0,1568.0,3.0,10.0,0.0,0.0,24.0,9.0,776.0,929.0,83.0,140.0,82.0,68.0,180.0,215.0,199.0,570.0,168.0,449.0,234.0,78.0,37.0,11.0,178.0,78.0,686.0,654.0,560.0,94.0,32.0,5.0,17.0,10.0,10939.7014838,-315.0,-110.0,2.60702991,64351.0,15787.0,
218,REISTERSTOWNSTATION,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,7,599,596.0,3.0,2.0,2.0,1968.0,131.0,1700.0,8.0,26.0,2.0,52.0,49.0,116.0,898.0,1070.0,113.0,144.0,65.0,83.0,210.0,285.0,246.0,602.0,220.0,483.0,203.0,69.0,44.0,14.0,236.0,88.0,912.0,840.0,349.0,491.0,72.0,57.0,5.0,10.0,4341.63504548,-23.0,8.0,2.32261991,37597.0,-4930.0,0.088
219,REMINGTON,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,15,1225,1214.0,11.0,6.0,2.0,2458.0,1440.0,643.0,8.0,213.0,0.0,63.0,91.0,113.0,1279.0,1179.0,120.0,155.0,71.0,70.0,394.0,608.0,323.0,533.0,184.0,463.0,232.0,76.0,70.0,27.0,161.0,69.0,1250.0,1072.0,521.0,551.0,178.0,70.0,32.0,76.0,10015.780656,157.0,100.0,2.29291009,80034.0,33066.0,
220,RESERVOIRHILL,56.0,4.0,40.0,5.0,1.0,2.0,0.0,2.0,68.0,100,1569,1509.0,60.0,38.0,13.0,6140.0,522.0,5415.0,30.0,22.0,0.0,23.0,128.0,112.0,2862.0,3278.0,465.0,557.0,207.0,200.0,596.0,958.0,786.0,1857.0,514.0,1280.0,390.0,129.0,168.0,61.0,722.0,416.0,3840.0,2904.0,685.0,2219.0,936.0,393.0,114.0,429.0,20157.167167,-761.0,-166.0,2.10606002,44465.0,8067.0,0.051
