,BLOCKLOT,VAC:PROG,VAC:Neighborhood,VAC:Typology
3510,2165058,1,PENROSE/FAYETTE STREET OUTREACH,I
3511,0431018,1,UPTON,G
3512,3826049,1,BARCLAY,G
3513,3208076,1,MONDAWMIN,J
3514,4157024,1,SOUTH CLIFTON PARK,J
3515,1458059,1,BROADWAY EAST,J
3516,2230G043,1,CARROLL-SOUTH HILTON,H
3517,0003020,1,SANDTOWN-WINCHESTER,I
3518,0009025,1,SANDTOWN-WINCHESTER,I
3519,3413047,1,PENN NORTH,I
3520,0094090,1,MIDTOWN-EDMONDSON,J
3521,0073022,1,SANDTOWN-WINCHESTER,I
3522,0119020,1,MIDTOWN-EDMONDSON,J
3523,1154024,1,JOHNSTON SQUARE,J
3524,2216052,1,PENROSE/FAYETTE STREET OUTREACH,J
3525,1145027,1,OLIVER,H
3526,1478045,1,BROADWAY EAST,I
3527,1145026,1,OLIVER,H
3528,1478003,1,BROADWAY EAST,I
3529,1454049E,1,BROADWAY EAST,J
3530,0264088,1,NEW SOUTHWEST/MOUNT CLARE,I
3531,0274075,1,CARROLLTON RIDGE,J
3532,0294040,1,PENN NORTH,J
3533,0001028,1,EASTERWOOD,I
3534,0006025,1,EASTERWOOD,I
3535,4002035,1,EAST BALTIMORE MIDWAY,J
3536,1534039,1,BROADWAY EAST,J
3537,0071058,1,MIDTOWN-EDMONDSON,J
3538,1535047,1,BROADWAY EAST,J
3539,3173006,1,PARK CIRCLE,I
3540,0276038,1,NEW SOUTHWEST/MOUNT CLARE,J
3541,2402061,1,COPPIN HEIGHTS/ASH-CO-EAST,I
3542,1115009,1,OLIVER,I
3543,0204079,1,BOYD-BOOTH,J
3544,3212074,1,MONDAWMIN,I
3545,4175A014,1,SOUTH CLIFTON PARK,J
3546,4168043,1,SOUTH CLIFTON PARK,J
3547,1132042,1,OLIVER,H
3548,0698003,1,CARROLLTON RIDGE,J
3549,3403023,1,PENN NORTH,I
3550,0698005,1,CARROLLTON RIDGE,J
3551,0698009,1,CARROLLTON RIDGE,J
3552,0699038,1,CARROLLTON RIDGE,J
3553,0698004,1,CARROLLTON RIDGE,J
3554,0227047,1,CARROLLTON RIDGE,I
3555,0313047,1,UPTON,I
3556,0313048,1,UPTON,I
3557,0072024,1,SANDTOWN-WINCHESTER,J
3558,0195044,1,FRANKLIN SQUARE,G
3559,4536A127,1,PIMLICO GOOD NEIGHBORS,H
3560,6155010,1,ELLWOOD PARK/MONUMENT,I
3561,4007027,1,EAST BALTIMORE MIDWAY,J
3562,0703010,1,CARROLLTON RIDGE,J
3563,4511C033,1,ARLINGTON,H
3564,0163065,1,FRANKLIN SQUARE,J
3565,0271073,1,CARROLLTON RIDGE,J
3566,4007022,1,EAST BALTIMORE MIDWAY,J
3567,1479025,1,BROADWAY EAST,I
3568,3177A004,1,PARK CIRCLE,I
3569,3463D012,1,RESERVOIR HILL,E
3570,4007017,1,EAST BALTIMORE MIDWAY,J
3571,0123022,1,HARLEM PARK,I
3572,4039019,1,EAST BALTIMORE MIDWAY,I
3573,4606052,1,CENTRAL PARK HEIGHTS,I
3574,1521054,1,BEREA,J
3575,1118035,1,OLIVER,I
3576,0101001,1,HARLEM PARK,I
3577,1474016E,1,BROADWAY EAST,J
3578,0119057,1,MIDTOWN-EDMONDSON,J
3579,1131007,1,OLIVER,H
3580,4614004,1,CENTRAL PARK HEIGHTS,I
3581,1537014,1,BROADWAY EAST,J
3582,0272037,1,CARROLLTON RIDGE,J
3583,1145058,1,OLIVER,H
3584,0076008,1,SANDTOWN-WINCHESTER,J
3585,0260043,1,CARROLLTON RIDGE,I
3586,0288048,1,CARROLLTON RIDGE,J
3587,1609069,1,MILTON-MONTFORD,I
3588,0348035,1,UPTON,H
3589,0699037,1,CARROLLTON RIDGE,J
3590,0115056,1,HARLEM PARK,I
3591,0300C081,1,SANDTOWN-WINCHESTER,I
3592,4001007,1,EAST BALTIMORE MIDWAY,G
3593,0347056,1,UPTON,J
3594,0373036,1,UPTON,Subsidized Rental Market
3595,1658058,1,MCELDERRY PARK,I
3596,0007055,1,EASTERWOOD,I
3597,0696109,1,CARROLLTON RIDGE,J
3598,0697044,1,CARROLLTON RIDGE,J
3599,1522072,1,BEREA,I
3600,3406031,1,PENN NORTH,I
3601,0719B009,1,CARROLLTON RIDGE,J
3602,0411017,1,UPTON,G
3603,0359023,1,UPTON,J
3604,0272013,1,CARROLLTON RIDGE,J
3605,0193078,1,FRANKLIN SQUARE,J
3606,0193071,1,FRANKLIN SQUARE,J
3607,0713029,1,NEW SOUTHWEST/MOUNT CLARE,I
3608,3301120R,1,CENTRAL PARK HEIGHTS,I
3609,1516051,1,BROADWAY EAST,I
3610,0274073,1,CARROLLTON RIDGE,J
3611,2409A061,1,NORTHWEST COMMUNITY ACTION,I
3612,0084023,1,HARLEM PARK,J
3613,0072073,1,SANDTOWN-WINCHESTER,J
3614,2216018,1,PENROSE/FAYETTE STREET OUTREACH,J
3615,3311006,1,CENTRAL PARK HEIGHTS,J
3616,4005060,1,EAST BALTIMORE MIDWAY,J
3617,3004051,1,WALBROOK,H
3618,1145013,1,OLIVER,H
3619,0001046,1,EASTERWOOD,I
3620,1132011,1,OLIVER,H
3621,1149A037,1,OLIVER,I
3622,0008035,1,SANDTOWN-WINCHESTER,I
3623,1184046,1,JOHNSTON SQUARE,H
3624,2812019,1,MOUNT HOLLY,E
3625,4156023,1,SOUTH CLIFTON PARK,J
3626,1506086,1,BEREA,I
3627,2385061,1,MOSHER,I
3628,2377A005,1,MOSHER,J
3629,3208007,1,MONDAWMIN,J
3630,1533036,1,BROADWAY EAST,C
3631,1520014,1,BROADWAY EAST,J
3632,0087003,1,HARLEM PARK,J
3633,4041A052,1,EAST BALTIMORE MIDWAY,J
3634,1144054,1,JOHNSTON SQUARE,J
3635,2301020,1,EASTERWOOD,I
3636,4607077,1,CENTRAL PARK HEIGHTS,J
3637,1102041,1,OLIVER,I
3638,0242058,1,CARROLLTON RIDGE,J
3639,1448120,1,BROADWAY EAST,I
3640,0281043,1,NEW SOUTHWEST/MOUNT CLARE,I
3641,0008005,1,SANDTOWN-WINCHESTER,I
3642,3206016,1,MONDAWMIN,J
3643,3212067,1,MONDAWMIN,I
3644,1145019,1,OLIVER,H
3645,1158058,1,OLIVER,H
3646,0049063,1,MIDTOWN-EDMONDSON,J
3647,2377A078,1,MOSHER,J
3648,0095084,1,MIDTOWN-EDMONDSON,J
3649,0239065,1,CARROLLTON RIDGE,J
3650,3345070,1,CENTRAL PARK HEIGHTS,J
3651,0194040,1,FRANKLIN SQUARE,G
3652,3004006,1,WALBROOK,H
3653,1537049,1,BROADWAY EAST,J
3654,0309037,1,DRUID HEIGHTS,G
3655,4021C034,1,EAST BALTIMORE MIDWAY,I
3656,1468035,1,BROADWAY EAST,I
3657,0163015,1,FRANKLIN SQUARE,J
3658,1658079,1,MCELDERRY PARK,I
3659,1162062,1,OLIVER,H
3660,4005062,1,EAST BALTIMORE MIDWAY,J
3661,0120107,1,HARLEM PARK,J
3662,2402024,1,COPPIN HEIGHTS/ASH-CO-EAST,I
3663,0065031,1,SANDTOWN-WINCHESTER,J
3664,1145021,1,OLIVER,H
3665,1101100,1,OLIVER,I
3666,1145007,1,OLIVER,H
3667,0204019,1,BOYD-BOOTH,J
3668,2407037,1,NORTHWEST COMMUNITY ACTION,I
3669,0077022,1,SANDTOWN-WINCHESTER,I
3670,1099B092,1,OLIVER,J
3671,0207013,1,BOYD-BOOTH,J
3672,1451040,1,BROADWAY EAST,J
3673,1451042,1,BROADWAY EAST,J
3674,0121004,1,HARLEM PARK,J
3675,0127020,1,HARLEM PARK,I
3676,1608061,1,MILTON-MONTFORD,I
3677,4020034,1,EAST BALTIMORE MIDWAY,G
3678,3400031,1,PENN NORTH,J
3679,4166051,1,DARLEY PARK,J
3680,3414036,1,PENN NORTH,I
3681,3004029,1,WALBROOK,H
3682,0373005,1,UPTON,Subsidized Rental Market
3683,0347055,1,UPTON,J
3684,2109087,1,MILLHILL,I
3685,3165004,1,PARK CIRCLE,I
3686,0065003,1,SANDTOWN-WINCHESTER,I
3687,3322030,1,PARK CIRCLE,I
3688,2213B089,1,ROSEMONT HOMEOWNERS/TENANTS,I
3689,0226007,1,CARROLLTON RIDGE,J
3690,0226006,1,CARROLLTON RIDGE,J
3691,0239049,1,CARROLLTON RIDGE,J
3692,0243059,1,CARROLLTON RIDGE,I
3693,0260112,1,CARROLLTON RIDGE,I
3694,0274099,1,CARROLLTON RIDGE,J
3695,0275115,1,CARROLLTON RIDGE,J
3696,0175044,1,PENROSE/FAYETTE STREET OUTREACH,J
3697,3347D032,1,GREENSPRING,I
3698,3177038,1,PARK CIRCLE,I
3699,0392011,1,UPTON,G
3700,0373037,1,UPTON,Subsidized Rental Market
3701,0393050,1,UPTON,G
3702,0347052,1,UPTON,J
3703,0359014,1,UPTON,J
3704,0414047,1,UPTON,H
3705,0396034,1,UPTON,H
3706,1162030,1,OLIVER,H
3707,0204086,1,BOYD-BOOTH,J
3708,0245011,1,UNION SQUARE,E
3709,1102034,1,OLIVER,I
3710,1467075,1,BROADWAY EAST,I
3711,0096018,1,HARLEM PARK,J
3712,0110033,1,HARLEM PARK,J
3713,0119070,1,MIDTOWN-EDMONDSON,J
3714,0012096,1,EASTERWOOD,I
3715,0054005,1,SANDTOWN-WINCHESTER,H
3716,0275072,1,CARROLLTON RIDGE,J
3717,0175033,1,PENROSE/FAYETTE STREET OUTREACH,J
3718,2323029N,1,COPPIN HEIGHTS/ASH-CO-EAST,I
3719,0360009,1,UPTON,J
3720,0414048,1,UPTON,H
3721,0347034,1,UPTON,J
3722,0061020,1,SANDTOWN-WINCHESTER,I
3723,1500030A,1,BROADWAY EAST,J
3724,1570088,1,MIDDLE EAST,J
3725,1570065,1,MIDDLE EAST,J
3726,1500030B,1,BROADWAY EAST,J
3727,3347C052,1,GREENSPRING,I
3728,4623032,1,CENTRAL PARK HEIGHTS,I
3729,2154012,1,PENROSE/FAYETTE STREET OUTREACH,I
3730,0009061,1,SANDTOWN-WINCHESTER,I
3731,0009062,1,SANDTOWN-WINCHESTER,I
3732,0058008,1,MIDTOWN-EDMONDSON,J
3733,0178029,1,FRANKLIN SQUARE,J
3734,0373006,1,UPTON,Subsidized Rental Market
3735,0175057,1,PENROSE/FAYETTE STREET OUTREACH,J
3736,0275117,1,CARROLLTON RIDGE,J
3737,2131B024W,1,GWYNNS FALLS,H
3738,0299028,1,DRUID HEIGHTS,I
3739,2173017,1,SHIPLEY HILL,J
3740,4004007,1,EAST BALTIMORE MIDWAY,J
3741,4577A026,1,CENTRAL PARK HEIGHTS,I
3742,3347C059,1,GREENSPRING,I
3743,0394050,1,UPTON,G
3744,0014042,1,SANDTOWN-WINCHESTER,J
3745,1457080,1,BROADWAY EAST,J
3746,2141017,1,MILLHILL,I
3747,4041047,1,EAST BALTIMORE MIDWAY,I
3748,1609065,1,MILTON-MONTFORD,I
3749,0175070,1,PENROSE/FAYETTE STREET OUTREACH,J
3750,2475H038,1,FRANKLINTOWN ROAD,I
3751,0012076,1,EASTERWOOD,I
3752,0394049,1,UPTON,G
3753,1478087,1,BROADWAY EAST,I
3754,1122047,1,OLIVER,H
3755,0225005,1,FRANKLIN SQUARE,I
3756,1496002,1,BROADWAY EAST,I
3757,2377D064,1,MOSHER,I
3758,1447049,1,BROADWAY EAST,J
3759,1155089,1,JOHNSTON SQUARE,H
3760,1099B095,1,OLIVER,J
3761,1608084,1,MILTON-MONTFORD,I
3762,4606040,1,CENTRAL PARK HEIGHTS,I
3763,0118022,1,MIDTOWN-EDMONDSON,J
3764,0096002,1,HARLEM PARK,J
3765,0189060,1,PENROSE/FAYETTE STREET OUTREACH,J
3766,3212001,1,MONDAWMIN,I
3767,0360015,1,UPTON,J
3768,4167008,1,SOUTH CLIFTON PARK,J
3769,0119032,1,MIDTOWN-EDMONDSON,J
3770,0074058,1,SANDTOWN-WINCHESTER,I
3771,1467030,1,BROADWAY EAST,I
3772,7447007,1,WESTPORT,H
3773,1517056,1,BROADWAY EAST,I
3774,4041017,1,EAST BALTIMORE MIDWAY,I
3775,0125022,1,HARLEM PARK,I
3776,0394053,1,UPTON,G
3777,2206A010,1,ROSEMONT HOMEOWNERS/TENANTS,I
3778,0194029,1,FRANKLIN SQUARE,G
3779,3413039,1,PENN NORTH,I
3780,0055C007,1,SANDTOWN-WINCHESTER,J
3781,0079028,1,SANDTOWN-WINCHESTER,I
3782,3347E012,1,GREENSPRING,I
3783,0708019,1,NEW SOUTHWEST/MOUNT CLARE,I
3784,1183016,1,JOHNSTON SQUARE,H
3785,4114A051,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
3786,4544B008,1,ARLINGTON,I
3787,2175019,1,SHIPLEY HILL,J
3788,3347C038,1,GREENSPRING,I
3789,2377D001,1,MOSHER,I
3790,4511C030,1,ARLINGTON,H
3791,0106068,1,MIDTOWN-EDMONDSON,J
3792,0106077,1,MIDTOWN-EDMONDSON,J
3793,0009021,1,SANDTOWN-WINCHESTER,I
3794,0719B002,1,CARROLLTON RIDGE,J
3795,3413061,1,PENN NORTH,I
3796,0242063,1,CARROLLTON RIDGE,J
3797,0699034,1,CARROLLTON RIDGE,J
3798,0289026,1,CARROLLTON RIDGE,J
3799,0288030,1,CARROLLTON RIDGE,J
3800,0289041,1,CARROLLTON RIDGE,J
3801,0205050,1,BOYD-BOOTH,J
3802,3209015,1,MONDAWMIN,J
3803,0698028,1,CARROLLTON RIDGE,J
3804,0698020,1,CARROLLTON RIDGE,J
3805,4573003B,1,LANGSTON HUGHES,I
3806,0096098,1,HARLEM PARK,J
3807,0272035,1,CARROLLTON RIDGE,J
3808,0320049,1,UPTON,I
3809,0153042,1,FRANKLIN SQUARE,J
3810,3211010,1,MONDAWMIN,J
3811,3020011,1,WALBROOK,H
3812,2348011,1,ROSEMONT HOMEOWNERS/TENANTS,I
3813,3405025,1,PENN NORTH,J
3814,0209015,1,FRANKLIN SQUARE,E
3815,0190005,1,PENROSE/FAYETTE STREET OUTREACH,J
3816,0154002,1,POPPLETON,I
3817,0149012,1,FRANKLIN SQUARE,J
3818,1459032,1,BROADWAY EAST,I
3819,1459033,1,BROADWAY EAST,I
3820,3165032,1,PARK CIRCLE,I
3821,0313008,1,UPTON,I
3822,4130028B,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
3823,0112053,1,HARLEM PARK,I
3824,0320011,1,UPTON,I
3825,0113031,1,HARLEM PARK,I
3826,1455049,1,BEREA,I
3827,0005007,1,SANDTOWN-WINCHESTER,J
3828,2345028,1,MIDTOWN-EDMONDSON,I
3829,0037028,1,SANDTOWN-WINCHESTER,G
3830,3212073,1,MONDAWMIN,I
3831,2817027,1,MOUNT HOLLY,F
3832,2475C016,1,FRANKLINTOWN ROAD,I
3833,2400021,1,COPPIN HEIGHTS/ASH-CO-EAST,I
3834,0124064,1,HARLEM PARK,I
3835,0264070,1,NEW SOUTHWEST/MOUNT CLARE,I
3836,0212019,1,UNION SQUARE,E
3837,1101095,1,OLIVER,I
3838,4594007,1,CENTRAL PARK HEIGHTS,I
3839,4581024,1,CENTRAL PARK HEIGHTS,I
3840,3211092,1,MONDAWMIN,J
3841,1101093,1,OLIVER,I
3842,0096009,1,HARLEM PARK,J
3843,3402024,1,PENN NORTH,H
3844,0124006,1,HARLEM PARK,I
3845,3307015,1,CENTRAL PARK HEIGHTS,J
3846,0107047,1,MIDTOWN-EDMONDSON,J
3847,2448017,1,WINCHESTER,I
3848,2175022,1,SHIPLEY HILL,J
3849,0275028,1,CARROLLTON RIDGE,J
3850,1121005,1,OLIVER,H
3851,0123039,1,HARLEM PARK,I
3852,0115062,1,HARLEM PARK,I
3853,7116017,1,BROOKLYN,I
3854,0275098,1,CARROLLTON RIDGE,J
3855,0095002,1,MIDTOWN-EDMONDSON,J
3856,0168032,1,FRANKLIN SQUARE,F
3857,1468048,1,BROADWAY EAST,I
3858,2153056,1,PENROSE/FAYETTE STREET OUTREACH,I
3859,4017006,1,EAST BALTIMORE MIDWAY,G
3860,1594016,1,MADISON-EASTEND,I
3861,4604004,1,CENTRAL PARK HEIGHTS,I
3862,0122013,1,HARLEM PARK,J
3863,3973C024,1,PEN LUCY,H
3864,3182058,1,TOWANDA-GRANTLEY,J
3865,1463029,1,BROADWAY EAST,J
3866,0703029,1,CARROLLTON RIDGE,J
3867,0320006,1,UPTON,I
3868,0262079,1,NEW SOUTHWEST/MOUNT CLARE,I
3869,1517041,1,BROADWAY EAST,I
3870,2445060,1,FRANKLINTOWN ROAD,I
3871,2165028,1,SHIPLEY HILL,J
3872,0720041,1,CARROLLTON RIDGE,I
3873,0699035,1,CARROLLTON RIDGE,J
3874,1172055,1,JOHNSTON SQUARE,H
3875,0275027,1,CARROLLTON RIDGE,J
3876,0226014,1,CARROLLTON RIDGE,J
3877,4131036,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
3878,0115029,1,HARLEM PARK,I
3879,0115034,1,HARLEM PARK,I
3880,0127018,1,HARLEM PARK,I
3881,0273070,1,CARROLLTON RIDGE,J
3882,0127019,1,HARLEM PARK,I
3883,0242092,1,CARROLLTON RIDGE,J
3884,0129068,1,HARLEM PARK,I
3885,0396038,1,UPTON,H
3886,3212068,1,MONDAWMIN,I
3887,0271010,1,CARROLLTON RIDGE,J
3888,1556041,1,BIDDLE STREET,J
3889,3410013,1,PENN NORTH,I
3890,1503060,1,BROADWAY EAST,J
3891,1661016,1,ELLWOOD PARK/MONUMENT,I
3892,0430035,1,UPTON,G
3893,0008055,1,SANDTOWN-WINCHESTER,I
3894,0411028,1,UPTON,G
3895,0092006,1,HARLEM PARK,I
3896,0392047,1,UPTON,G
3897,0392048,1,UPTON,G
3898,1517075,1,BROADWAY EAST,I
3899,3403044,1,PENN NORTH,I
3900,2174A055,1,SHIPLEY HILL,J
3901,0697045,1,CARROLLTON RIDGE,J
3902,4041A053,1,EAST BALTIMORE MIDWAY,J
3903,0261048,1,NEW SOUTHWEST/MOUNT CLARE,I
3904,0276089,1,NEW SOUTHWEST/MOUNT CLARE,J
3905,0104037,1,HARLEM PARK,I
3906,4001011,1,EAST BALTIMORE MIDWAY,G
3907,0059002,1,SANDTOWN-WINCHESTER,J
3908,0243088,1,CARROLLTON RIDGE,I
3909,3228C019,1,PARKVIEW/WOODBROOK,I
3910,0061019,1,SANDTOWN-WINCHESTER,I
3911,1627073,1,MADISON-EASTEND,I
3912,0073050,1,SANDTOWN-WINCHESTER,I
3913,2481039A,1,FRANKLINTOWN ROAD,J
3914,3327F094,1,PARK CIRCLE,G
3915,0121064,1,HARLEM PARK,J
3916,1162026,1,OLIVER,H
3917,2808027,1,MOUNT HOLLY,E
3918,3240027,1,PARKVIEW/WOODBROOK,F
3919,1503024,1,BROADWAY EAST,J
3920,1108029,1,OLIVER,I
3921,0227049,1,CARROLLTON RIDGE,I
3922,0072079,1,SANDTOWN-WINCHESTER,J
3923,0097037,1,HARLEM PARK,J
3924,0059004,1,SANDTOWN-WINCHESTER,J
3925,0055C039,1,SANDTOWN-WINCHESTER,J
3926,1459005,1,BROADWAY EAST,I
3927,1611050,1,MADISON-EASTEND,I
3928,0087036,1,HARLEM PARK,J
3929,0162108,1,PENROSE/FAYETTE STREET OUTREACH,J
3930,4164A081,1,DARLEY PARK,J
3931,0083053,1,MIDTOWN-EDMONDSON,J
3932,0242089,1,CARROLLTON RIDGE,J
3933,0248055,1,UNION SQUARE,E
3934,0087030,1,HARLEM PARK,J
3935,4595011,1,LANGSTON HUGHES,I
3936,2170A094,1,SHIPLEY HILL,J
3937,1485005,1,BROADWAY EAST,J
3938,4006015,1,EAST BALTIMORE MIDWAY,J
3939,1521034,1,BEREA,I
3940,1521039B,1,BEREA,I
3941,4005011,1,EAST BALTIMORE MIDWAY,J
3942,0321072,1,DRUID HEIGHTS,I
3943,3322009,1,PARK CIRCLE,I
3944,1102033,1,OLIVER,I
3945,4169066,1,SOUTH CLIFTON PARK,J
3946,2174A006,1,SHIPLEY HILL,J
3947,0394035,1,UPTON,G
3948,0452028,1,UPTON,E
3949,4005012,1,EAST BALTIMORE MIDWAY,J
3950,1659083,1,MCELDERRY PARK,I
3951,3210006,1,MONDAWMIN,J
3952,1485020,1,BROADWAY EAST,J
3953,2109089,1,MILLHILL,I
3954,4005041,1,EAST BALTIMORE MIDWAY,J
3955,0274070,1,CARROLLTON RIDGE,J
3956,0174032,1,PENROSE/FAYETTE STREET OUTREACH,J
3957,0226019,1,CARROLLTON RIDGE,J
3958,2199H005,1,SAINT JOSEPHS,I
3959,0122025,1,HARLEM PARK,J
3960,3402039,1,PENN NORTH,H
3961,1099B090,1,OLIVER,J
3962,4589023,1,CENTRAL PARK HEIGHTS,I
3963,2401B010,1,COPPIN HEIGHTS/ASH-CO-EAST,I
3964,2197012,1,CARROLL-SOUTH HILTON,H
3965,0065076,1,SANDTOWN-WINCHESTER,J
3966,0288067,1,CARROLLTON RIDGE,J
3967,3185003,1,TOWANDA-GRANTLEY,J
3968,2300016,1,EASTERWOOD,I
3969,0002010,1,EASTERWOOD,I
3970,1455013,1,BEREA,I
3971,0163070,1,FRANKLIN SQUARE,J
3972,3211042,1,MONDAWMIN,J
3973,3176018,1,PARK CIRCLE,I
3974,0121002,1,HARLEM PARK,J
3975,0087032,1,HARLEM PARK,J
3976,2475047,1,FRANKLINTOWN ROAD,I
3977,1451064,1,BROADWAY EAST,J
3978,2419038,1,NORTHWEST COMMUNITY ACTION,I
3979,1450057,1,BROADWAY EAST,J
3980,4612020B,1,CENTRAL PARK HEIGHTS,I
3981,0072077,1,SANDTOWN-WINCHESTER,J
3982,4011B031,1,EAST BALTIMORE MIDWAY,J
3983,1458024,1,BROADWAY EAST,I
3984,3196F032,1,LUCILLE PARK,J
3985,0262051,1,NEW SOUTHWEST/MOUNT CLARE,I
3986,0207059,1,BOYD-BOOTH,J
3987,1473088,1,BROADWAY EAST,J
3988,1467076,1,BROADWAY EAST,I
3989,1149A036,1,OLIVER,I
3990,0072066,1,SANDTOWN-WINCHESTER,J
3991,2113060,1,GWYNNS FALLS,F
3992,1503008,1,BROADWAY EAST,J
3993,0120022,1,HARLEM PARK,J
3994,0194069,1,FRANKLIN SQUARE,G
3995,4608016,1,CENTRAL PARK HEIGHTS,J
3996,4626A006,1,CENTRAL PARK HEIGHTS,I
3997,2319020,1,COPPIN HEIGHTS/ASH-CO-EAST,I
3998,1099A010,1,OLIVER,J
3999,0115025,1,HARLEM PARK,I
4000,0118032,1,MIDTOWN-EDMONDSON,J
4001,1486022,1,BEREA,J
4002,1455044,1,BEREA,I
4003,0001039,1,EASTERWOOD,I
4004,1538013,1,BEREA,J
4005,1478006,1,BROADWAY EAST,I
4006,4583004H,1,CENTRAL PARK HEIGHTS,I
4007,1624036,1,MILTON-MONTFORD,I
4008,0123016,1,HARLEM PARK,I
4009,0089059,1,HARLEM PARK,I
4010,4606019,1,CENTRAL PARK HEIGHTS,I
4011,1647002M,1,ELLWOOD PARK/MONUMENT,I
4012,2165021,1,SHIPLEY HILL,J
4013,2407004,1,NORTHWEST COMMUNITY ACTION,I
4014,3208063,1,MONDAWMIN,J
4015,4169063,1,SOUTH CLIFTON PARK,J
4016,1478005,1,BROADWAY EAST,I
4017,0280010,1,NEW SOUTHWEST/MOUNT CLARE,I
4018,1504003,1,BROADWAY EAST,J
4019,0263044,1,NEW SOUTHWEST/MOUNT CLARE,I
4020,1504032C,1,BROADWAY EAST,J
4021,4156025,1,SOUTH CLIFTON PARK,J
4022,1521039I,1,BEREA,I
4023,2425031,1,ROSEMONT,G
4024,0059040,1,SANDTOWN-WINCHESTER,J
4025,2174A016,1,SHIPLEY HILL,J
4026,0162112,1,PENROSE/FAYETTE STREET OUTREACH,J
4027,0007011,1,EASTERWOOD,I
4028,0055B030,1,SANDTOWN-WINCHESTER,H
4029,0009037,1,SANDTOWN-WINCHESTER,I
4030,1125070,1,OLIVER,I
4031,1526019,1,BEREA,H
4032,4139003,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
4033,1100056,1,OLIVER,G
4034,3355A028,1,GREENSPRING,I
4035,1109097,1,OLIVER,I
4036,4165070,1,DARLEY PARK,J
4037,4039010,1,EAST BALTIMORE MIDWAY,I
4038,1478083,1,BROADWAY EAST,I
4039,1503020,1,BROADWAY EAST,J
4040,2175074,1,SHIPLEY HILL,J
4041,1467091,1,BROADWAY EAST,I
4042,4164008,1,DARLEY PARK,J
4043,0280049,1,NEW SOUTHWEST/MOUNT CLARE,I
4044,4164011,1,DARLEY PARK,J
4045,0154023,1,POPPLETON,I
4046,0008025,1,SANDTOWN-WINCHESTER,I
4047,1114007,1,OLIVER,G
4048,1114014,1,OLIVER,G
4049,1496007,1,BROADWAY EAST,I
4050,2213A040,1,ROSEMONT HOMEOWNERS/TENANTS,I
4051,1503053,1,BROADWAY EAST,J
4052,1504072,1,BROADWAY EAST,J
4053,0149038,1,FRANKLIN SQUARE,J
4054,0698064,1,CARROLLTON RIDGE,J
4055,2401A014,1,COPPIN HEIGHTS/ASH-CO-EAST,I
4056,2380039,1,MOSHER,J
4057,1536072,1,BROADWAY EAST,J
4058,0176022,1,PENROSE/FAYETTE STREET OUTREACH,J
4059,1125087,1,OLIVER,I
4060,1657072,1,MCELDERRY PARK,I
4061,1500002,1,BROADWAY EAST,J
4062,1109053,1,OLIVER,I
4063,0698043,1,CARROLLTON RIDGE,J
4064,0696047,1,CARROLLTON RIDGE,J
4065,2382031,1,MOSHER,I
4066,3312025,1,CENTRAL PARK HEIGHTS,J
4067,2307011,1,COPPIN HEIGHTS/ASH-CO-EAST,I
4068,0008019,1,SANDTOWN-WINCHESTER,I
4069,1116062,1,OLIVER,I
4070,1158034,1,OLIVER,H
4071,1464054,1,BROADWAY EAST,J
4072,1132040,1,OLIVER,H
4073,1464052,1,BROADWAY EAST,J
4074,1099B120,1,OLIVER,G
4075,1477033,1,BROADWAY EAST,I
4076,1099A006,1,OLIVER,J
4077,1099A019,1,OLIVER,J
4078,4012028,1,EAST BALTIMORE MIDWAY,J
4079,4165081,1,DARLEY PARK,J
4080,4167012,1,SOUTH CLIFTON PARK,J
4081,2142037,1,MILLHILL,I
4082,3210039,1,MONDAWMIN,J
4083,3210040,1,MONDAWMIN,J
4084,3210013,1,MONDAWMIN,J
4085,3210009,1,MONDAWMIN,J
4086,3210003,1,MONDAWMIN,J
4087,0697048,1,CARROLLTON RIDGE,J
4088,1162031,1,OLIVER,H
4089,0273043,1,CARROLLTON RIDGE,J
4090,0273017,1,CARROLLTON RIDGE,J
4091,0178066,1,FRANKLIN SQUARE,J
4092,0095099,1,MIDTOWN-EDMONDSON,J
4093,1517079,1,BROADWAY EAST,I
4094,1657090,1,MCELDERRY PARK,I
4095,4070A062,1,BETTER WAVERLY,J
4096,1463091,1,BROADWAY EAST,J
4097,2319007,1,COPPIN HEIGHTS/ASH-CO-EAST,I
4098,4062021,1,BETTER WAVERLY,J
4099,1537036,1,BROADWAY EAST,J
4100,4552030,1,ARLINGTON,I
4101,3349A029,1,GREENSPRING,I
4102,1161030,1,OLIVER,H
4103,0175098,1,PENROSE/FAYETTE STREET OUTREACH,J
4104,0224020,1,BOYD-BOOTH,J
4105,0266A061,1,WASHINGTON VILLAGE/PIGTOWN,F
4106,4017038,1,EAST BALTIMORE MIDWAY,G
4107,4626A068,1,CENTRAL PARK HEIGHTS,I
4108,0055D033,1,SANDTOWN-WINCHESTER,J
4109,1609070,1,MILTON-MONTFORD,I
4110,4017022,1,EAST BALTIMORE MIDWAY,G
4111,1121035,1,OLIVER,H
4112,1453032,1,BROADWAY EAST,J
4113,2177046,1,SHIPLEY HILL,J
4114,1121032,1,OLIVER,H
4115,1109035,1,OLIVER,I
