,BLOCKLOT,VAC:PROG,VAC:Neighborhood,VAC:Typology
10845,0092008,1,HARLEM PARK,I
10846,0096037,1,HARLEM PARK,J
10847,4010B024,1,EAST BALTIMORE MIDWAY,J
10848,0050059,1,SANDTOWN-WINCHESTER,J
10849,1272009,1,OLDTOWN,Subsidized Rental Market
10850,1519029,1,BROADWAY EAST,J
10851,3067017,1,HANLON-LONGWOOD,E
10852,0359010,1,UPTON,J
10853,3504E008,1,HAMPDEN,B
10854,2402015,1,COPPIN HEIGHTS/ASH-CO-EAST,I
10855,2201015,1,ROSEMONT HOMEOWNERS/TENANTS,I
10856,2395061,1,MOSHER,I
10857,1555014,1,BIDDLE STREET,J
10858,3327C024,1,PARK CIRCLE,G
10859,2450042A,1,ROSEMONT,I
10860,1535038,1,BROADWAY EAST,J
10861,2402033,1,COPPIN HEIGHTS/ASH-CO-EAST,I
10862,3170011,1,PARK CIRCLE,I
10863,3411018,1,PENN NORTH,I
10864,0059045,1,SANDTOWN-WINCHESTER,J
10865,2323053,1,COPPIN HEIGHTS/ASH-CO-EAST,I
10866,1557051,1,BIDDLE STREET,J
10867,1610023,1,MADISON-EASTEND,I
10868,1464044,1,BROADWAY EAST,J
10869,4024049,1,EAST BALTIMORE MIDWAY,I
10870,3265B004,1,MONDAWMIN,H
10871,8143055,1,BEECHFIELD,D
10872,1480029,1,BROADWAY EAST,I
10873,0373043,1,UPTON,Subsidized Rental Market
10874,1645055,1,ELLWOOD PARK/MONUMENT,I
10875,1539002,1,BEREA,I
10876,1539001,1,BEREA,I
10877,3448006,1,RESERVOIR HILL,B
10878,7419C011,1,WESTPORT,H
10879,1573036,1,BIDDLE STREET,J
10880,2486014,1,EDGEWOOD,H
10881,1829008,1,FELLS POINT,B
10882,1678044,1,ELLWOOD PARK/MONUMENT,H
10883,0274056,1,CARROLLTON RIDGE,J
10884,1829007,1,FELLS POINT,B
10885,6159050,1,ELLWOOD PARK/MONUMENT,H
10886,0065010,1,SANDTOWN-WINCHESTER,I
10887,1549033,1,MIDDLE EAST,E
10888,0320004,1,UPTON,I
10889,2443A036,1,ROSEMONT,I
10890,2470013,1,FRANKLINTOWN ROAD,I
10891,0273030,1,CARROLLTON RIDGE,J
10892,1152034,1,JOHNSTON SQUARE,J
10893,4063019,1,EAST BALTIMORE MIDWAY,I
10894,4063022,1,EAST BALTIMORE MIDWAY,I
10895,4063024,1,EAST BALTIMORE MIDWAY,I
10896,2406081,1,NORTHWEST COMMUNITY ACTION,I
10897,0281012,1,NEW SOUTHWEST/MOUNT CLARE,I
10898,1145057,1,OLIVER,H
10899,1660025,1,ELLWOOD PARK/MONUMENT,I
10900,0082057,1,MIDTOWN-EDMONDSON,J
10901,0079024,1,SANDTOWN-WINCHESTER,I
10902,3244044,1,PARKVIEW/WOODBROOK,I
10903,2387005,1,MOSHER,I
10904,3213024,1,MONDAWMIN,I
10905,0151015,1,FRANKLIN SQUARE,J
10906,2336003,1,BRIDGEVIEW/GREENLAWN,I
10907,5173011A,1,WINSTON-GOVANS,E
10908,0108046,1,HARLEM PARK,J
10909,4123043,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
10910,0119042,1,MIDTOWN-EDMONDSON,J
10911,0392007,1,UPTON,G
10912,1191011,1,GAY STREET,E
10913,1537015,1,BROADWAY EAST,J
10914,2419039,1,NORTHWEST COMMUNITY ACTION,I
10915,0707005,1,NEW SOUTHWEST/MOUNT CLARE,I
10916,0154044,1,POPPLETON,I
10917,0720030,1,CARROLLTON RIDGE,I
10918,0275002,1,CARROLLTON RIDGE,J
10919,1623012,1,MILTON-MONTFORD,I
10920,1613022,1,MADISON-EASTEND,I
10921,1148008,1,OLIVER,I
10922,1148005,1,OLIVER,I
10923,0194068,1,FRANKLIN SQUARE,G
10924,0152026,1,FRANKLIN SQUARE,J
10925,1121014,1,OLIVER,H
10926,1479026,1,BROADWAY EAST,I
10927,1109070,1,OLIVER,I
10928,0222036,1,BOYD-BOOTH,J
10929,3935060,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
10930,0204070,1,BOYD-BOOTH,J
10931,4010G019,1,EAST BALTIMORE MIDWAY,J
10932,4005006,1,EAST BALTIMORE MIDWAY,J
10933,4021C085,1,EAST BALTIMORE MIDWAY,I
10934,0801055,1,WASHINGTON VILLAGE/PIGTOWN,E
10935,1457021,1,BROADWAY EAST,J
10936,2814026,1,MOUNT HOLLY,E
10937,1606001,1,MIDDLE EAST,H
10938,0619034,1,DOWNTOWN,Rental Market 1
10939,0314069,1,DRUID HEIGHTS,I
10940,7437A029,1,WESTPORT,H
10941,0149014,1,FRANKLIN SQUARE,J
10942,0071089,1,MIDTOWN-EDMONDSON,J
10943,1102011,1,OLIVER,I
10944,0262050,1,NEW SOUTHWEST/MOUNT CLARE,I
10945,1109005,1,OLIVER,I
10946,3204010,1,MONDAWMIN,I
10947,4178061,1,FOUR BY FOUR,I
10948,0019068,1,EASTERWOOD,I
10949,1556048,1,BIDDLE STREET,J
10950,3205007,1,MONDAWMIN,I
10951,1143036,1,JOHNSTON SQUARE,J
10952,7086008,1,BROOKLYN,H
10953,7027C018,1,BROOKLYN,F
10954,0117006,1,MIDTOWN-EDMONDSON,I
10955,3210066,1,MONDAWMIN,J
10956,1548036,1,MIDDLE EAST,E
10957,1548035,1,MIDDLE EAST,E
10958,7118003,1,BROOKLYN,I
10959,0003001,1,SANDTOWN-WINCHESTER,I
10960,1108061,1,OLIVER,I
10961,4614012,1,CENTRAL PARK HEIGHTS,I
10962,0377015,1,UPTON,H
10963,4010K008,1,EAST BALTIMORE MIDWAY,J
10964,1548034,1,MIDDLE EAST,E
10965,0708103,1,NEW SOUTHWEST/MOUNT CLARE,I
10966,0276029,1,NEW SOUTHWEST/MOUNT CLARE,J
10967,0279087,1,NEW SOUTHWEST/MOUNT CLARE,I
10968,0328041,1,DRUID HEIGHTS,I
10969,0696069,1,CARROLLTON RIDGE,J
10970,2734016,1,CENTRAL FOREST PARK,E
10971,1629029,1,MADISON-EASTEND,I
10972,1644047,1,MCELDERRY PARK,I
10973,2284015,1,ALLENDALE,G
10974,3186032,1,TOWANDA-GRANTLEY,J
10975,0019037,1,EASTERWOOD,I
10976,1447079,1,BROADWAY EAST,J
10977,3185057,1,TOWANDA-GRANTLEY,J
10978,0265055,1,NEW SOUTHWEST/MOUNT CLARE,I
10979,3345068,1,CENTRAL PARK HEIGHTS,J
10980,3417122,1,PENN NORTH,I
10981,4592034,1,CENTRAL PARK HEIGHTS,I
10982,4013A015,1,EAST BALTIMORE MIDWAY,J
10983,0620017,1,DOWNTOWN,Rental Market 1
10984,0082058,1,MIDTOWN-EDMONDSON,J
10985,0031057,1,SANDTOWN-WINCHESTER,I
10986,0272079,1,CARROLLTON RIDGE,J
10987,0275073,1,CARROLLTON RIDGE,J
10988,0857022,1,WASHINGTON VILLAGE/PIGTOWN,E
10989,2482B005,1,FRANKLINTOWN ROAD,J
10990,1503045,1,BROADWAY EAST,J
10991,2402070,1,COPPIN HEIGHTS/ASH-CO-EAST,I
10992,0055C063,1,SANDTOWN-WINCHESTER,J
10993,1624005,1,MILTON-MONTFORD,I
10994,0265011,1,NEW SOUTHWEST/MOUNT CLARE,I
10995,2199G007,1,SAINT JOSEPHS,I
10996,4131011,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
10997,0273071,1,CARROLLTON RIDGE,J
10998,2475009,1,FRANKLINTOWN ROAD,I
10999,0082056,1,MIDTOWN-EDMONDSON,J
11000,1284014,1,JONESTOWN,NonResidential
11001,3002019,1,WALBROOK,H
11002,0149044,1,FRANKLIN SQUARE,J
11003,4178E035,1,FOUR BY FOUR,I
11004,1163022,1,OLIVER,E
11005,4544C017,1,ARLINGTON,I
11006,2475026,1,FRANKLINTOWN ROAD,I
11007,0222099,1,BOYD-BOOTH,J
11008,4179S071,1,BELAIR-EDISON,F
11009,0294012,1,PENN NORTH,J
11010,3406063,1,PENN NORTH,I
11011,3207069,1,MONDAWMIN,J
11012,0096052,1,HARLEM PARK,J
11013,0392053,1,UPTON,G
11014,2201020,1,ROSEMONT HOMEOWNERS/TENANTS,I
11015,2755010,1,CONCERNED CITIZENS OF FOREST PARK,F
11016,0007057,1,EASTERWOOD,I
11017,2402057,1,COPPIN HEIGHTS/ASH-CO-EAST,I
11018,0294054,1,PENN NORTH,J
11019,2542017,1,IRVINGTON,H
11020,2136047,1,MILLHILL,I
11021,2418063,1,NORTHWEST COMMUNITY ACTION,I
11022,2406021,1,NORTHWEST COMMUNITY ACTION,I
11023,2402023,1,COPPIN HEIGHTS/ASH-CO-EAST,I
11024,4139026,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11025,2523B009,1,EDGEWOOD,F
11026,0275060,1,CARROLLTON RIDGE,J
11027,0192097,1,PENROSE/FAYETTE STREET OUTREACH,J
11028,3176028,1,PARK CIRCLE,I
11029,2445034,1,FRANKLINTOWN ROAD,I
11030,1158017,1,OLIVER,H
11031,0125012,1,HARLEM PARK,I
11032,3173007,1,PARK CIRCLE,I
11033,2299E078,1,ALLENDALE,H
11034,0947006,1,SHARP-LEADENHALL,C
11035,0767117,1,WASHINGTON VILLAGE/PIGTOWN,F
11036,4536A105,1,PIMLICO GOOD NEIGHBORS,H
11037,0431056,1,UPTON,G
11038,0431067,1,UPTON,G
11039,0431068,1,UPTON,G
11040,3461016,1,RESERVOIR HILL,G
11041,0005021,1,SANDTOWN-WINCHESTER,J
11042,7095A126,1,BROOKLYN,H
11043,8190012,1,GROVE PARK,D
11044,2445064,1,FRANKLINTOWN ROAD,I
11045,1500011,1,BROADWAY EAST,J
11046,8190008,1,GROVE PARK,D
11047,4165027,1,DARLEY PARK,J
11048,0129113,1,HARLEM PARK,I
11049,1642089,1,MCELDERRY PARK,I
11050,5203A011,1,PEN LUCY,H
11051,4164A042,1,DARLEY PARK,J
11052,0002011,1,EASTERWOOD,I
11053,2948011,1,CALLAWAY-GARRISON,F
11054,2301013,1,EASTERWOOD,I
11055,1624006,1,MILTON-MONTFORD,I
11056,3185064,1,TOWANDA-GRANTLEY,J
11057,0147063,1,PENROSE/FAYETTE STREET OUTREACH,J
11058,0244032,1,UNION SQUARE,E
11059,0376022,1,UPTON,H
11060,1486036,1,BEREA,I
11061,7779006,1,MORRELL PARK,F
11062,1753022,1,FELLS POINT,B
11063,1484013,1,BROADWAY EAST,J
11064,2442C007,1,ROSEMONT,I
11065,2132003,1,GWYNNS FALLS,H
11066,1116076,1,OLIVER,I
11067,0009010,1,SANDTOWN-WINCHESTER,I
11068,1102053,1,OLIVER,I
11069,1114020,1,OLIVER,G
11070,0108076,1,HARLEM PARK,J
11071,2442C008,1,ROSEMONT,I
11072,0204092,1,BOYD-BOOTH,J
11073,0204088,1,BOYD-BOOTH,J
11074,1121022,1,OLIVER,H
11075,0275014,1,CARROLLTON RIDGE,J
11076,1099A053,1,OLIVER,J
11077,2243B041,1,SAINT JOSEPHS,I
11078,0695001,1,CARROLLTON RIDGE,I
11079,0294046,1,PENN NORTH,J
11080,1479055,1,BROADWAY EAST,I
11081,1485013,1,BROADWAY EAST,J
11082,1114008,1,OLIVER,G
11083,0006028B,1,EASTERWOOD,I
11084,2306A016,1,COPPIN HEIGHTS/ASH-CO-EAST,I
11085,2804A014,1,MOUNT HOLLY,F
11086,4005008,1,EAST BALTIMORE MIDWAY,J
11087,4114A029,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11088,2743A022,1,CONCERNED CITIZENS OF FOREST PARK,H
11089,3417124,1,PENN NORTH,I
11090,2344002,1,BRIDGEVIEW/GREENLAWN,I
11091,0001015,1,EASTERWOOD,I
11092,0348027,1,UPTON,H
11093,0057005,1,BRIDGEVIEW/GREENLAWN,J
11094,3190024,1,TOWANDA-GRANTLEY,J
11095,1536070,1,BROADWAY EAST,J
11096,1659047,1,MCELDERRY PARK,I
11097,2140064,1,MILLHILL,I
11098,1125083,1,OLIVER,I
11099,1113034,1,OLIVER,G
11100,7183010,1,CURTIS BAY,H
11101,2535007,1,IRVINGTON,G
11102,3165037,1,PARK CIRCLE,I
11103,4605A003A,1,CENTRAL PARK HEIGHTS,I
11104,2362008,1,ROSEMONT HOMEOWNERS/TENANTS,H
11105,2444041,1,WINCHESTER,I
11106,2451025,1,ROSEMONT,I
11107,0083094,1,MIDTOWN-EDMONDSON,J
11108,4137091,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11109,4114A059,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11110,1138035,1,OLIVER,I
11111,1138034,1,OLIVER,I
11112,0174006,1,PENROSE/FAYETTE STREET OUTREACH,J
11113,4602004,1,CENTRAL PARK HEIGHTS,J
11114,0021060,1,SANDTOWN-WINCHESTER,J
11115,8245002,1,HOWARD PARK,F
11116,1451072,1,BROADWAY EAST,J
11117,1555056,1,BIDDLE STREET,J
11118,4029008,1,EAST BALTIMORE MIDWAY,J
11119,4024009,1,EAST BALTIMORE MIDWAY,I
11120,4178K048,1,FOUR BY FOUR,I
11121,4178E060,1,BELAIR-EDISON,H
11122,4114B001,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11123,1468066,1,BROADWAY EAST,I
11124,2870008,1,WINDSOR HILLS,F
11125,0078039,1,SANDTOWN-WINCHESTER,I
11126,4072047,1,BETTER WAVERLY,H
11127,2179027,1,SHIPLEY HILL,J
11128,1142B039,1,JOHNSTON SQUARE,J
11129,4010D015,1,EAST BALTIMORE MIDWAY,J
11130,2307012,1,COPPIN HEIGHTS/ASH-CO-EAST,I
11131,7133011,1,BROOKLYN,F
11132,7245040,1,BROOKLYN,H
11133,3335003,1,PARK CIRCLE,H
11134,0179055,1,FRANKLIN SQUARE,G
11135,1658084,1,MCELDERRY PARK,I
11136,2446B028,1,FRANKLINTOWN ROAD,I
11137,0320007,1,UPTON,I
11138,4527031A,1,ARLINGTON,I
11139,2537001,1,IRVINGTON,G
11140,1642011,1,MCELDERRY PARK,I
11141,3942A004,1,COLDSTREAM HOMESTEAD MONTEBELLO,F
11142,0083035,1,MIDTOWN-EDMONDSON,J
11143,0289032,1,CARROLLTON RIDGE,J
11144,2482B006,1,FRANKLINTOWN ROAD,J
11145,1108042,1,OLIVER,I
11146,2382050,1,MOSHER,I
11147,3420001,1,RESERVOIR HILL,C
11148,1456095,1,BROADWAY EAST,I
11149,0021039,1,SANDTOWN-WINCHESTER,J
11150,2325034,1,EASTERWOOD,I
11151,0620002,1,DOWNTOWN,Rental Market 1
11152,3312018,1,CENTRAL PARK HEIGHTS,J
11153,2402017,1,COPPIN HEIGHTS/ASH-CO-EAST,I
11154,0377004,1,UPTON,H
11155,0251006,1,HOLLINS MARKET,F
11156,2475C055,1,FRANKLINTOWN ROAD,I
11157,0374041,1,UPTON,Subsidized Rental Market
11158,3347C036,1,GREENSPRING,I
11159,1160035,1,OLIVER,H
11160,6159002,1,ELLWOOD PARK/MONUMENT,H
11161,1460020,1,BROADWAY EAST,J
11162,1451076,1,BROADWAY EAST,J
11163,1154015,1,JOHNSTON SQUARE,J
11164,1455045,1,BEREA,I
11165,1656061,1,MCELDERRY PARK,H
11166,0243083,1,CARROLLTON RIDGE,I
11167,1625093,1,MILTON-MONTFORD,I
11168,1625084,1,MILTON-MONTFORD,I
11169,2361017,1,ROSEMONT HOMEOWNERS/TENANTS,H
11170,0699039,1,CARROLLTON RIDGE,J
11171,7083032,1,BROOKLYN,F
11172,8279037,1,HOWARD PARK,F
11173,2409A039,1,NORTHWEST COMMUNITY ACTION,I
11174,0390015,1,GREENMOUNT WEST,C
11175,0164051,1,FRANKLIN SQUARE,G
11176,7105045,1,BROOKLYN,I
11177,0150051,1,FRANKLIN SQUARE,J
11178,4062017,1,BETTER WAVERLY,J
11179,0012009,1,EASTERWOOD,I
11180,0127032,1,HARLEM PARK,I
11181,2448016,1,WINCHESTER,I
11182,3058046A,1,HANLON-LONGWOOD,F
11183,0129116,1,HARLEM PARK,I
11184,2852020,1,WINDSOR HILLS,D
11185,2174A070,1,SHIPLEY HILL,J
11186,2475D055,1,FRANKLINTOWN ROAD,I
11187,0205057,1,BOYD-BOOTH,J
11188,0010004,1,SANDTOWN-WINCHESTER,I
11189,4812022,1,PARKLANE,H
11190,2542018,1,IRVINGTON,H
11191,2432009,1,ROSEMONT,I
11192,0279093,1,NEW SOUTHWEST/MOUNT CLARE,I
11193,7492C418,1,LAKELAND,H
11194,0235031,1,HOLLINS MARKET,F
11195,3342A001,1,GREENSPRING,G
11196,0192092,1,PENROSE/FAYETTE STREET OUTREACH,J
11197,3408039,1,PENN NORTH,I
11198,7095A151,1,BROOKLYN,H
11199,7095A150,1,BROOKLYN,H
11200,1449111,1,BROADWAY EAST,I
11201,1451074,1,BROADWAY EAST,J
11202,2938048,1,CALLAWAY-GARRISON,F
11203,1645006,1,ELLWOOD PARK/MONUMENT,I
11204,0193020,1,FRANKLIN SQUARE,J
11205,0858042,1,WASHINGTON VILLAGE/PIGTOWN,E
11206,2377C050,1,MOSHER,I
11207,4123A050,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11208,0078066,1,SANDTOWN-WINCHESTER,I
11209,3209027,1,MONDAWMIN,J
11210,1277038,1,OLDTOWN,Subsidized Rental Market
11211,2380025,1,MOSHER,J
11212,1658034,1,MCELDERRY PARK,I
11213,3345034,1,GREENSPRING,I
11214,1474036,1,BROADWAY EAST,J
11215,1772064,1,UPPER FELLS POINT,B
11216,1454007,1,BROADWAY EAST,J
11217,4007016,1,EAST BALTIMORE MIDWAY,J
11218,4165044,1,DARLEY PARK,J
11219,3061B015,1,HANLON-LONGWOOD,E
11220,0329035,1,DRUID HEIGHTS,E
11221,4156018,1,SOUTH CLIFTON PARK,J
11222,1608063,1,MILTON-MONTFORD,I
11223,2230G049,1,CARROLL-SOUTH HILTON,H
11224,7226007,1,CURTIS BAY,H
11225,2487001,1,EDGEWOOD,H
11226,2411011,1,NORTHWEST COMMUNITY ACTION,I
11227,2176017,1,SHIPLEY HILL,J
11228,3518C028,1,HAMPDEN,B
11229,3211007,1,MONDAWMIN,J
11230,7492C419,1,LAKELAND,H
11231,7202013,1,CURTIS BAY,H
11232,0128002,1,HARLEM PARK,I
11233,2486041,1,EDGEWOOD,H
11234,0192099,1,PENROSE/FAYETTE STREET OUTREACH,J
11235,2307A014,1,COPPIN HEIGHTS/ASH-CO-EAST,I
11236,2306A037,1,COPPIN HEIGHTS/ASH-CO-EAST,I
11237,3175A007,1,TOWANDA-GRANTLEY,I
11238,4510002,1,WOODMERE,F
11239,7225032,1,CURTIS BAY,H
11240,0291027,1,CARROLLTON RIDGE,I
11241,0265097,1,NEW SOUTHWEST/MOUNT CLARE,I
11242,7613033,1,CHERRY HILL,G
11243,7119038,1,BROOKLYN,I
11244,0074056,1,SANDTOWN-WINCHESTER,I
11245,2307026,1,COPPIN HEIGHTS/ASH-CO-EAST,I
11246,0197020,1,FRANKLIN SQUARE,F
11247,1152038,1,JOHNSTON SQUARE,J
11248,2170B072,1,SHIPLEY HILL,J
11249,1450055,1,BROADWAY EAST,J
11250,0049017,1,MIDTOWN-EDMONDSON,J
11251,1457011,1,BROADWAY EAST,J
11252,4178G017,1,FOUR BY FOUR,I
11253,0090018,1,HARLEM PARK,I
11254,0359035,1,UPTON,J
11255,2307025,1,COPPIN HEIGHTS/ASH-CO-EAST,I
11256,3061B018,1,HANLON-LONGWOOD,E
11257,2409A036,1,NORTHWEST COMMUNITY ACTION,I
11258,0600010,1,DOWNTOWN,Rental Market 1
11259,0055C041,1,SANDTOWN-WINCHESTER,J
11260,0055C042,1,SANDTOWN-WINCHESTER,J
11261,7615019,1,CHERRY HILL,G
11262,7617021,1,CHERRY HILL,G
11263,2110018,1,MILLHILL,I
11264,2289013,1,ALLENDALE,H
11265,3723037,1,GUILFORD,A
11266,7068B022C,1,BROOKLYN,H
11267,0699024,1,CARROLLTON RIDGE,J
11268,0242061,1,CARROLLTON RIDGE,J
11269,0922037,1,WASHINGTON VILLAGE/PIGTOWN,E
11270,0162057,1,PENROSE/FAYETTE STREET OUTREACH,J
11271,0280055,1,NEW SOUTHWEST/MOUNT CLARE,I
11272,3913B057,1,PEN LUCY,H
11273,0264048,1,NEW SOUTHWEST/MOUNT CLARE,I
11274,1154014,1,JOHNSTON SQUARE,J
11275,7644011,1,CHERRY HILL,G
11276,1144013,1,JOHNSTON SQUARE,J
11277,1162017,1,OLIVER,H
11278,1483006,1,BROADWAY EAST,J
11279,4114G051,1,COLDSTREAM HOMESTEAD MONTEBELLO,H
11280,0266A065,1,WASHINGTON VILLAGE/PIGTOWN,F
11281,5210E045,1,IDLEWOOD,D
11282,1519030,1,BROADWAY EAST,J
11283,0083082,1,MIDTOWN-EDMONDSON,J
11284,0274045,1,CARROLLTON RIDGE,J
11285,0273073,1,CARROLLTON RIDGE,J
11286,0227037,1,CARROLLTON RIDGE,I
11287,0023025,1,SANDTOWN-WINCHESTER,I
11288,1553038,1,MIDDLE EAST,J
11289,3183A005,1,TOWANDA-GRANTLEY,J
11290,2388A004,1,WINCHESTER,I
11291,2324010,1,EASTERWOOD,I
11292,1468040,1,BROADWAY EAST,I
11293,0378031,1,MADISON PARK,C
11294,3012016,1,WALBROOK,H
11295,0050052,1,SANDTOWN-WINCHESTER,J
11296,3965066,1,COLDSTREAM HOMESTEAD MONTEBELLO,H
11297,2345025,1,MIDTOWN-EDMONDSON,I
11298,0121023,1,HARLEM PARK,J
11299,0291006,1,CARROLLTON RIDGE,I
11300,0274032,1,CARROLLTON RIDGE,J
11301,3233018,1,PARKVIEW/WOODBROOK,H
11302,3347D018,1,GREENSPRING,I
11303,0273040,1,CARROLLTON RIDGE,J
11304,7245038,1,BROOKLYN,H
11305,0291005,1,CARROLLTON RIDGE,I
11306,1145062,1,OLIVER,H
11307,1506067,1,BEREA,I
11308,0272083,1,CARROLLTON RIDGE,J
11309,7138001,1,BROOKLYN,F
11310,3233017,1,PARKVIEW/WOODBROOK,H
11311,4602040C,1,CENTRAL PARK HEIGHTS,J
11312,0719B024,1,CARROLLTON RIDGE,J
11313,0253004,1,HOLLINS MARKET,F
11314,3003028,1,WALBROOK,H
11315,2332D012,1,NORTHWEST COMMUNITY ACTION,I
11316,4114A076,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11317,0147016,1,PENROSE/FAYETTE STREET OUTREACH,J
11318,3404009,1,PENN NORTH,I
11319,3206017,1,MONDAWMIN,J
11320,4813B019,1,PARKLANE,I
11321,3244039,1,PARKVIEW/WOODBROOK,I
11322,4129011,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
11323,2482B029,1,FRANKLINTOWN ROAD,J
11324,0271045,1,CARROLLTON RIDGE,J
11325,1138112,1,OLIVER,I
11326,0036A026,1,SANDTOWN-WINCHESTER,G
11327,0329006,1,DRUID HEIGHTS,E
11328,0415002,1,UPTON,H
11329,2150031,1,SHIPLEY HILL,J
11330,0288097,1,CARROLLTON RIDGE,J
11331,0354016,1,BOLTON HILL,C
11332,3265A011,1,MONDAWMIN,H
11333,0262081,1,NEW SOUTHWEST/MOUNT CLARE,I
11334,3260002,1,MONDAWMIN,I
11335,3403051,1,PENN NORTH,I
11336,3403055,1,PENN NORTH,I
11337,4604003,1,CENTRAL PARK HEIGHTS,I
11338,0041027,1,SANDTOWN-WINCHESTER,I
11339,4536A109,1,PIMLICO GOOD NEIGHBORS,H
11340,3327F080,1,PARK CIRCLE,G
11341,0147028,1,PENROSE/FAYETTE STREET OUTREACH,J
11342,0145044,1,PENROSE/FAYETTE STREET OUTREACH,I
11343,0146026,1,PENROSE/FAYETTE STREET OUTREACH,J
11344,0704015,1,CARROLLTON RIDGE,J
11345,4123A038,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11346,2247006,1,IRVINGTON,H
11347,3814036,1,BARCLAY,G
11348,3235002,1,PARKVIEW/WOODBROOK,H
11349,4013B034,1,EAST BALTIMORE MIDWAY,J
11350,3414041,1,PENN NORTH,I
11351,0196046,1,FRANKLIN SQUARE,G
11352,0128021,1,HARLEM PARK,I
11353,2377A061,1,MOSHER,J
11354,0308012,1,DRUID HEIGHTS,I
11355,3234015A,1,PARKVIEW/WOODBROOK,H
11356,1446093,1,BROADWAY EAST,I
11357,7105019,1,BROOKLYN,I
11358,3423009,1,RESERVOIR HILL,E
11359,0009038,1,SANDTOWN-WINCHESTER,I
11360,0145010,1,PENROSE/FAYETTE STREET OUTREACH,I
11361,2400014,1,COPPIN HEIGHTS/ASH-CO-EAST,I
11362,0340033,1,UPTON,H
11363,3417006,1,PENN NORTH,I
11364,5384005,1,LAURAVILLE,D
11365,4137002,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11366,3937064,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11367,0768129,1,WASHINGTON VILLAGE/PIGTOWN,F
11368,1554002,1,BIDDLE STREET,J
11369,0283019,1,WASHINGTON VILLAGE/PIGTOWN,F
11370,4129034,1,COLDSTREAM HOMESTEAD MONTEBELLO,J
11371,0271092,1,CARROLLTON RIDGE,J
11372,1463082,1,BROADWAY EAST,J
11373,0175006,1,PENROSE/FAYETTE STREET OUTREACH,J
11374,0001043,1,EASTERWOOD,I
11375,4544006,1,ARLINGTON,I
11376,3227020,1,MONDAWMIN,H
11377,1113036,1,OLIVER,G
11378,3402035,1,PENN NORTH,H
11379,0250049,1,HOLLINS MARKET,F
11380,7446048,1,WESTPORT,H
11381,2707006A,1,WEST ARLINGTON,F
11382,0190064,1,PENROSE/FAYETTE STREET OUTREACH,J
11383,8138013,1,BEECHFIELD,F
11384,2817041,1,MOUNT HOLLY,F
11385,2384006,1,MOSHER,I
11386,4605A019,1,CENTRAL PARK HEIGHTS,I
11387,0275084,1,CARROLLTON RIDGE,J
11388,0242052,1,CARROLLTON RIDGE,J
11389,0161054,1,PENROSE/FAYETTE STREET OUTREACH,J
11390,0036A005,1,SANDTOWN-WINCHESTER,G
11391,1449015,1,BROADWAY EAST,I
11392,0281032,1,NEW SOUTHWEST/MOUNT CLARE,I
11393,5555207,1,NORTH HARFORD ROAD,D
11394,1468029,1,BROADWAY EAST,I
11395,0129040,1,HARLEM PARK,I
11396,4552129,1,ARLINGTON,I
11397,2153012,1,PENROSE/FAYETTE STREET OUTREACH,I
11398,3004036,1,WALBROOK,H
11399,2411021,1,NORTHWEST COMMUNITY ACTION,I
11400,1451055,1,BROADWAY EAST,J
11401,1464042,1,BROADWAY EAST,J
11402,1454029,1,BROADWAY EAST,J
11403,3259030,1,MONDAWMIN,H
11404,0007064,1,EASTERWOOD,I
11405,4132034,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11406,1276021,1,OLDTOWN,Subsidized Rental Market
11407,0110051,1,HARLEM PARK,J
11408,0190084,1,PENROSE/FAYETTE STREET OUTREACH,J
11409,3413026,1,PENN NORTH,I
11410,3022006,1,WALBROOK,H
11411,4587042,1,CENTRAL PARK HEIGHTS,I
11412,0161011,1,PENROSE/FAYETTE STREET OUTREACH,J
11413,0114020,1,HARLEM PARK,I
11414,3417085,1,PENN NORTH,I
11415,2406059,1,NORTHWEST COMMUNITY ACTION,I
11416,2438026,1,ROSEMONT,G
11417,7446009,1,WESTPORT,H
11418,3417114,1,PENN NORTH,I
11419,3417120,1,PENN NORTH,I
11420,2528D018,1,EDMONDSON VILLAGE,F
11421,4130027A,1,COLDSTREAM HOMESTEAD MONTEBELLO,I
11422,3956038,1,COLDSTREAM HOMESTEAD MONTEBELLO,H
11423,0015016,1,SANDTOWN-WINCHESTER,J
11424,3410054,1,PENN NORTH,I
11425,0856B011,1,WASHINGTON VILLAGE/PIGTOWN,E
11426,3410046,1,PENN NORTH,I
11427,3410022,1,PENN NORTH,I
11428,2332D047,1,NORTHWEST COMMUNITY ACTION,I
