NoticeNum,DateNotice,Shape,BLOCKLOT,NEIGHBOR,Council_District,Typology2017,OBJECTID,ESRI_OID,x,y
951491A,"April 10, 2013",,3303 021,CENTRAL PARK HEIGHTS                     ,-537567944,I,829961,11918,1406885.1406415552,609823.8166930676
951308A,"April 23, 2013",,2152 013C,SHIPLEY HILL                             ,-537569576,J,799692,1607,1410646.282397464,590299.3340885639
95028A,"October 31, 2005",,0262 039,NEW SOUTHWEST/MOUNT CLARE                ,-537569912,I,736841,8888,1413369.07452406,589417.8594735563
950102A,"April 11, 2013",,7644 079,CHERRY HILL                              ,-537569096,G,947485,8419,1418343.9362934679,575686.2721073925
94955A,"October 31, 2005",,0288 054,CARROLLTON RIDGE                         ,-537568376,J,738796,4205,1410833.6150280535,588636.8754712343
948980A,"April 25, 2013",,0239 056,CARROLLTON RIDGE                         ,-537569864,J,735515,5135,1410705.0483560562,589366.9589848071
94894A,"November 1, 2005",,0320 005,UPTON                                    ,-537569432,I,740352,5946,1415189.9576933086,597371.5286055654
94879A,"October 26, 2005",,0179 033,FRANKLIN SQUARE                          ,-537570680,G,732621,297,1412854.5473378897,591308.9659275562
948777A,"April 8, 2013",,1154 031,JOHNSTON SQUARE                          ,-537570632,J,761271,3828,1423081.755886048,596515.4610919803
94866A,"October 26, 2005",,2153 057,PENROSE/FAYETTE STREET OUTREACH          ,-537569672,I,799751,10168,1410289.423203051,591061.9510016441
948283A,"April 11, 2013",,1447 052,BROADWAY EAST                            ,-537570344,J,766339,4609,1427793.5729059726,599280.1799719781
948120A,"April 3, 2013",,2332D030,ROSEMONT                                 ,-537569000,I,806500,11388,1406594.465697974,596390.6611447334
94808A,"October 26, 2005",,1101 036,OLIVER                                   ,-537568904,I,758773,12193,1426265.7760927975,599368.1850453168
947909A,"April 3, 2013",,2394 011,MOSHER                                   ,-537569384,I,808836,5952,1407295.6368678063,594836.5166152269
94785A,"December 13, 2005",,2153 082,PENROSE/FAYETTE STREET OUTREACH          ,-537570584,I,799776,121,1410431.2034313083,590770.401715979
94753A,"October 26, 2005",,0293 032,SANDTOWN-WINCHESTER                      ,-537568856,J,739045,7475,1413004.6910664737,598248.9950264841
94685A,"November 3, 2005",,2377A079,MOSHER                                   ,-537569816,J,807766,11979,1407886.2606865615,593590.177244395
94610A,"October 26, 2005",,0119 052,MIDTOWN-EDMONDSON                        ,-537568616,J,729735,714,1411861.62872006,593081.6690750569
945628A,"April 12, 2013",,0192 049,PENROSE/FAYETTE STREET OUTREACH          ,-537570536,J,733195,10056,1412001.8521928936,591124.5506139696
945624A,"April 17, 2013",,2401A016,COPPIN HEIGHTS/ASH-CO-EAST               ,-537570488,I,809020,9202,1407983.2280123085,598292.7009758055
945620A,"April 12, 2013",,0273 003,CARROLLTON RIDGE                         ,-537570392,J,737577,12450,1411778.2791492194,589208.7362041473
945618A,"July 5, 2013",,2380 021,MOSHER                                   ,-537570248,J,808238,10220,1407415.4509326369,593759.2838615626
945254A,"April 8, 2013",,1660 024,ELLWOOD PARK/MONUMENT                    ,-537566504,I,777055,12121,1432465.1977490485,594332.0517448932
945246A,"March 30, 2013",,0697 010,CARROLLTON RIDGE                         ,-537567080,J,749532,772,1411314.2617045492,588149.435173139
944307A,"March 28, 2013",,0222 037,BOYD-BOOTH                               ,-537567608,J,734708,1065,1411000.2390386313,590140.7441826463
944134A,"March 26, 2013",,2213B026M,ROSEMONT HOMEOWNERS/TENANTS              ,-537567512,I,801892,10349,1408655.7670215517,592869.0422037244
943999A,"March 26, 2013",,0016 011,SANDTOWN-WINCHESTER                      ,-537566552,I,724107,548,1413154.4161607176,597691.7881356478
943453A,"March 22, 2013",,0009 005,SANDTOWN-WINCHESTER                      ,-537565448,I,723738,1882,1412501.3938447237,598033.6020845622
943204A,"March 27, 2013",,1109 074,OLIVER                                   ,-537565400,I,759326,12507,1426508.7765910476,598890.2319329828
942604A,"March 28, 2013",,2303 037,COPPIN HEIGHTS/ASH-CO-EAST               ,-537565784,I,805425,1321,1410531.4322334677,598315.4581481367
942390A,"March 28, 2013",,7446 006,WESTPORT                                 ,-537566264,H,944483,6352,1416002.2493758053,581455.9761191458
942275A,"March 20, 2013",,3203 039,MONDAWMIN                                ,-537567416,I,827000,4652,1410043.0004675537,598762.6399965584
941737A,"March 18, 2013",,0189 017,PENROSE/FAYETTE STREET OUTREACH          ,-537565352,J,733016,492,1410643.6062217206,590971.5250013918
941700A,"March 18, 2013",,0064 009,SANDTOWN-WINCHESTER                      ,-537567560,H,726736,8902,1414408.6734947264,595181.1402698159
941549A,"March 28, 2013",,4158 005,SOUTH CLIFTON PARK                       ,-537566456,J,862610,11412,1428093.7967149764,600000.9708532244
941519A,"March 22, 2013",,1448 036,BROADWAY EAST                            ,-537566984,I,766450,5095,1428157.2818242162,599406.028473556
941516A,"March 20, 2013",,1448 035,BROADWAY EAST                            ,-537566888,I,766449,3866,1428157.947833389,599392.442214638
941391A,"March 15, 2013",,3190B015,TOWANDA-GRANTLEY                         ,-537566936,J,826723,6424,1405992.703450054,609133.7229288965
941177A,"March 20, 2013",,1446 016,BROADWAY EAST                            ,-537564824,I,766190,9428,1427057.8135507256,599377.4675070643
941167A,"March 15, 2013",,3228C029,PARKVIEW/WOODBROOK                       ,-537564920,I,828175,8468,1412205.6221265495,600452.4729029834
941160A,"March 15, 2013",,0314 084,DRUID HEIGHTS                            ,-537565832,I,740216,9578,1415272.0110068917,597797.4034099728
941036A,"March 16, 2013",,0192 035,PENROSE/FAYETTE STREET OUTREACH          ,-537564872,J,733181,9894,1412191.1733365506,591133.2743498087
94048A,"October 27, 2005",,4613 002,CENTRAL PARK HEIGHTS                     ,-537567464,I,877738,5627,1405356.7660736442,612439.4456481487
940199A,"March 15, 2013",,2400 027,COPPIN HEIGHTS/ASH-CO-EAST               ,-537565544,I,808989,834,1408339.1210013032,597872.8300963938
939134A,"March 15, 2013",,2175 076,SHIPLEY HILL                             ,-537565736,J,800704,6013,1409258.8055136353,590047.5980434716
93906A,"December 13, 2005",,0193 086,FRANKLIN SQUARE                          ,-537566840,J,733326,11127,1412426.4048214704,591056.3922857195
938725A,"March 12, 2013",,0243 060,CARROLLTON RIDGE                         ,-537566168,I,735729,286,1412726.1506130546,589876.8930043131
938679A,"March 12, 2013",,0115 026,HARLEM PARK                              ,-537565976,I,729425,7541,1415531.1407379657,593510.3004356474
93863A,"October 24, 2005",,0373 039,UPTON                                    ,-537565064,Subsidized Rental Market,741993,2399,1415929.4604793936,595209.6631786376
93861A,"October 24, 2005",,0373 041,UPTON                                    ,-537567224,Subsidized Rental Market,741995,8421,1415953.1241459697,595185.2600122243
938463A,"March 8, 2013",,2445 031,FRANKLINTOWN ROAD                        ,-537565928,I,810739,5820,1406636.1486854702,595129.0695078075
938334A,"March 8, 2013",,4137 051,COLDSTREAM HOMESTEAD MONTEBELLO          ,-537567368,I,860990,12064,1427177.1751886308,603618.9495096505
938192A,"March 15, 2013",,0719B028,CARROLLTON RIDGE                         ,-537565256,J,750541,4525,1412241.0233024657,588062.4494547248
938164A,"March 9, 2013",,0154 005,POPPLETON                                ,-537565304,I,731055,10079,1414765.312545225,592467.1726006418
938162A,"March 8, 2013",,2442C001,ROSEMONT                                 ,-537565880,I,810528,10320,1406468.6148997992,596181.6950272322
937946A,"March 9, 2013",,0224 021,BOYD-BOOTH                               ,-537565112,J,734856,8760,1412033.4705679715,590276.1842004806
937268A,"March 6, 2013",,0095 010,MIDTOWN-EDMONDSON                        ,-537565016,J,728339,4008,1412046.1421305537,593980.9481163919
937101A,"March 9, 2013",,2170B050,SHIPLEY HILL                             ,-537567320,J,800371,8137,1409397.5401443094,590713.8329314739
936681A,"March 5, 2013",,2425 001A,NORTHWEST COMMUNITY ACTION               ,-537564776,G,810005,1113,1406282.4433561414,597673.4817418158
936240A,"March 1, 2013",,4595A009,LANGSTON HUGHES                          ,-537566216,I,876980,6821,1403088.3027628064,610714.1072353125
936227A,"March 1, 2013",,1446 081,BROADWAY EAST                            ,-537567272,I,766255,2754,1427115.9587756395,599128.7245662212
935902A,"March 1, 2013",,0265 080,NEW SOUTHWEST/MOUNT CLARE                ,-537567176,I,737132,10269,1414662.8829600513,589590.2091944814
93526A,"October 20, 2005",,0261 019,NEW SOUTHWEST/MOUNT CLARE                ,-537566744,I,736770,12705,1412892.9334159642,589541.7588320673
935211A,"February 26, 2013",,3408 015,PENN NORTH                               ,-537564968,I,833656,11550,1413149.9151854664,599955.6763243973
935210A,"February 26, 2013",,4626A088B,CENTRAL PARK HEIGHTS                     ,-537566792,I,878457,6056,1406253.5595556349,610930.5037841499
934996A,"February 26, 2013",,4137 055,COLDSTREAM HOMESTEAD MONTEBELLO          ,-537566360,I,860994,1288,1427233.08026056,603619.3701124787
934144A,"March 1, 2013",,0096 023,HARLEM PARK                              ,-537567800,J,728456,10329,1412516.4623841345,594117.0003377199
934059A,"February 22, 2013",,0002 013,EASTERWOOD                               ,-537567128,I,723256,10852,1411821.5179078877,598439.4254198968
933452A,"February 20, 2013",,4120 019,COLDSTREAM HOMESTEAD MONTEBELLO          ,-537567752,J,860333,6083,1426945.1572799683,602787.703796804
933435A,"February 20, 2013",,4544B014,ARLINGTON                                ,-537567032,I,875504,1181,1402081.7506420612,612173.4803008139
933365A,"February 22, 2013",,1500 019,BROADWAY EAST                            ,-537567704,J,769574,2011,1428907.5628039688,597864.0630535632
933171A,"February 19, 2013",,0050 053,SANDTOWN-WINCHESTER                      ,-537565592,J,725844,2967,1412197.5496361405,595654.6150446385
932686A,"February 15, 2013",,2528D029,EDMONDSON VILLAGE                        ,-537565160,F,814796,5853,1402578.1394130588,595050.4899405539
932295A,"March 1, 2013",,1459 066,BROADWAY EAST                            ,-537567656,I,767427,4636,1428500.0029235482,598995.9886112213
932253A,"February 15, 2013",,1138 045,OLIVER                                   ,-537566696,I,760589,130,1426885.9549705535,597665.8351035565
932075A,"February 14, 2013",,0114 049,HARLEM PARK                              ,-537566312,I,729391,9755,1415355.0318382233,593583.1267335564
931864A,"February 13, 2013",,1277 026,OLDTOWN                                  ,-537566648,Subsidized Rental Market,763418,8490,1424654.0529382974,594059.3652823865
931847A,"February 13, 2013",,2446A003,FRANKLINTOWN ROAD                        ,-537566600,I,810778,12366,1406367.9031589776,594887.6198594719
931444A,"February 14, 2013",,0698 100,CARROLLTON RIDGE                         ,-537565688,J,749671,4681,1411732.399647802,588425.3394769728
931426A,"February 15, 2013",,0697 049,CARROLLTON RIDGE                         ,-537565640,J,749568,6247,1411344.9099372178,588258.3352178037
93136A,"October 21, 2005",,4586 018,CENTRAL PARK HEIGHTS                     ,-537566120,I,876535,11225,1404762.6648996323,613282.5381220579
930970A,"February 15, 2013",,7437 014,WESTPORT                                 ,-537566408,H,944203,7616,1416338.370422721,581946.5004005581
930584A,"February 13, 2013",,1162 058,OLIVER                                   ,-537566072,H,761738,12117,1425919.859789893,596746.2486881465
930368A,"March 22, 2013",,2452 010I,ROSEMONT                                 ,-537565208,I,811207,10900,1406136.6926633865,596977.3771628886
930335A,"February 13, 2013",,4536A108,PIMLICO GOOD NEIGHBORS                   ,-537566024,H,875222,785,1403269.7640140504,613897.4506061375
93020A,"October 20, 2005",,4605A048A,CENTRAL PARK HEIGHTS                     ,-537565496,I,877399,1395,1404299.415498048,611930.7734371424
929728A,"February 8, 2013",,0095 095,MIDTOWN-EDMONDSON                        ,-537563048,J,728424,6858,1411800.9506918043,593930.7326656431
929685A,"February 8, 2013",,3228C016,PARKVIEW/WOODBROOK                       ,-537563000,I,828162,2846,1412067.9353940487,600498.9833086431
929154A,"February 6, 2013",,0699 027,CARROLLTON RIDGE                         ,-537562568,J,749709,9754,1412011.7783541381,588566.4300740659
929071A,"February 6, 2013",,2206B042,ROSEMONT HOMEOWNERS/TENANTS              ,-537563816,I,801721,12241,1409318.4681239724,592904.7183134705
928950A,"February 6, 2013",,0121 060,HARLEM PARK                              ,-537564056,J,729951,9021,1412902.0170592219,592903.3544710577
928903A,"February 7, 2013",,1626 033,MADISON-EASTEND                          ,-537563288,I,775082,7050,1431269.1443668902,595058.1834947318
928815A,"February 7, 2013",,2394 029,MOSHER                                   ,-537562856,I,808854,1140,1407300.758576721,595044.851500392
928701A,"February 4, 2013",,0089 021,HARLEM PARK                              ,-537562232,I,728110,10785,1414265.131130889,594487.8034018874
928669A,"February 5, 2013",,0265 008,NEW SOUTHWEST/MOUNT CLARE                ,-537563912,I,737060,2091,1414668.7556517273,589711.0465512276
928654A,"February 5, 2013",,0265 009,NEW SOUTHWEST/MOUNT CLARE                ,-537563576,I,737061,848,1414656.2533801347,589710.2250305563
928452A,"March 15, 2013",,0294 039,PENN NORTH                               ,-537561704,J,739136,9096,1413301.0992663056,598517.8708010614
928446A,"February 1, 2013",,1628 074,MADISON-EASTEND                          ,-537561848,I,775310,3192,1431875.6477470547,595027.2521261424
928396A,"February 4, 2013",,0059 059,SANDTOWN-WINCHESTER                      ,-537564680,J,726504,4942,1412332.2622932196,595061.4600629807
928234A,"February 12, 2013",,3212 047,MONDAWMIN                                ,-537564728,I,827721,10701,1410801.8030838072,599265.1298052222
928143A,"March 21, 2013",,2805A006,MOUNT HOLLY                              ,-537562952,F,818565,11647,1402211.6906708926,599647.1080438942
927919A,"February 1, 2013",,0001 007,EASTERWOOD                               ,-537564008,I,723196,10863,1411130.6501951367,598471.0434668958
92777A,"October 18, 2005",,0393 053,UPTON                                    ,-537564248,G,742718,7849,1416341.6194319725,594770.3815768957
927743A,"January 31, 2013",,1485 006,BROADWAY EAST                            ,-537564632,J,768925,10237,1430065.3672468811,598282.0366270542
927633A,"February 1, 2013",,0339 029,UPTON                                    ,-537563960,H,741175,7747,1415978.9721913934,597042.35472323
927625A,"February 7, 2013",,0265 085,NEW SOUTHWEST/MOUNT CLARE                ,-537562904,I,737137,1872,1414665.0693073869,589534.1466425657
927273A,"January 29, 2013",,0263 030,NEW SOUTHWEST/MOUNT CLARE                ,-537562760,I,736929,2093,1413692.6316197217,589424.8040134758
927241A,"January 29, 2013",,0050 057,SANDTOWN-WINCHESTER                      ,-537561752,J,725848,11595,1412194.8111245483,595709.188098222
92712A,"October 24, 2005",,0205 003,BOYD-BOOTH                               ,-537562328,J,733923,3883,1411317.586501047,590600.4850610644
926602A,"January 27, 2013",,0214 006,FRANKLIN SQUARE                          ,-537562136,E,734268,9416,1414229.1607303917,590756.4188043177
926577A,"January 25, 2013",,0204 004,BOYD-BOOTH                               ,-537562808,J,733819,6419,1410481.7748524696,590552.3568764776
